,NUMBER_OF_PASSENGER,datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
53,26271,2020-01-03 08:00:00,"Istanbul,Turkey",7.2,4.8,5.7,5.4,2.7,4.1,2.5,79.9,4.78,100,12.5,rain,,0.7,27.7,13.9,90.3,1024.3,67.3,13.4,61.0,5.2,2,,2020-01-03T08:29:22,2020-01-03T17:47:20,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
54,14347,2020-01-03 09:00:00,"Istanbul,Turkey",7.2,4.8,5.7,5.4,2.7,4.1,2.5,79.9,4.78,100,12.5,rain,,0.7,27.7,13.9,90.3,1024.3,67.3,13.4,61.0,5.2,2,,2020-01-03T08:29:22,2020-01-03T17:47:20,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
55,10221,2020-01-03 10:00:00,"Istanbul,Turkey",7.2,4.8,5.7,5.4,2.7,4.1,2.5,79.9,4.78,100,12.5,rain,,0.7,27.7,13.9,90.3,1024.3,67.3,13.4,61.0,5.2,2,,2020-01-03T08:29:22,2020-01-03T17:47:20,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
56,10446,2020-01-03 11:00:00,"Istanbul,Turkey",7.2,4.8,5.7,5.4,2.7,4.1,2.5,79.9,4.78,100,12.5,rain,,0.7,27.7,13.9,90.3,1024.3,67.3,13.4,61.0,5.2,2,,2020-01-03T08:29:22,2020-01-03T17:47:20,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
57,12260,2020-01-03 12:00:00,"Istanbul,Turkey",7.2,4.8,5.7,5.4,2.7,4.1,2.5,79.9,4.78,100,12.5,rain,,0.7,27.7,13.9,90.3,1024.3,67.3,13.4,61.0,5.2,2,,2020-01-03T08:29:22,2020-01-03T17:47:20,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
58,11849,2020-01-03 13:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
59,13394,2020-01-03 14:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
60,17247,2020-01-03 15:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
61,20613,2020-01-03 16:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
62,25628,2020-01-03 17:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
63,32256,2020-01-03 18:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
64,19755,2020-01-03 19:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
65,10225,2020-01-03 20:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
66,6879,2020-01-03 21:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
67,5666,2020-01-03 22:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
68,3851,2020-01-03 23:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
69,1350,2020-01-04 00:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
70,639,2020-01-04 01:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
71,377,2020-01-04 02:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
72,209,2020-01-04 03:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
73,105,2020-01-04 04:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
74,403,2020-01-04 05:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
75,2602,2020-01-04 06:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
76,6748,2020-01-04 07:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
77,9853,2020-01-04 08:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
78,8530,2020-01-04 09:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
79,7319,2020-01-04 10:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
80,8719,2020-01-04 11:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
81,12916,2020-01-04 12:00:00,"Istanbul,Turkey",10.0,5.3,7.2,10.0,4.3,6.3,1.0,65.2,0.0,0,0.0,,,0.0,9.4,9.3,254.0,1017.2,30.0,13.1,47.4,4.0,3,,2020-01-04T08:29:24,2020-01-04T17:48:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
82,16004,2020-01-04 13:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
83,17003,2020-01-04 14:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
84,16725,2020-01-04 15:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
85,17119,2020-01-04 16:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
86,18988,2020-01-04 17:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
87,19347,2020-01-04 18:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
88,15003,2020-01-04 19:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
89,9872,2020-01-04 20:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
90,7132,2020-01-04 21:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
91,6333,2020-01-04 22:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
92,3895,2020-01-04 23:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
93,1778,2020-01-05 00:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
94,1007,2020-01-05 01:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
95,576,2020-01-05 02:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
96,333,2020-01-05 03:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
97,213,2020-01-05 04:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
98,293,2020-01-05 05:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
99,1364,2020-01-05 06:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
100,2562,2020-01-05 07:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
101,3910,2020-01-05 08:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
102,4753,2020-01-05 09:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
103,5281,2020-01-05 10:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
104,6495,2020-01-05 11:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
105,8855,2020-01-05 12:00:00,"Istanbul,Turkey",9.1,5.6,6.7,8.7,2.1,4.9,3.3,79.3,2.34,100,8.33,rain,,0.0,13.0,18.4,136.6,1014.4,62.8,10.9,25.0,2.1,2,,2020-01-05T08:29:24,2020-01-05T17:49:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
106,11441,2020-01-05 13:00:00,"Istanbul,Turkey",7.2,6.0,6.7,3.9,1.1,2.1,5.0,89.2,48.72,100,16.67,rain,,3.1,27.7,51.9,62.3,1013.4,90.0,8.2,6.1,0.7,0,,2020-01-06T08:29:22,2020-01-06T17:50:05,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
107,12315,2020-01-05 14:00:00,"Istanbul,Turkey",7.2,6.0,6.7,3.9,1.1,2.1,5.0,89.2,48.72,100,16.67,rain,,3.1,27.7,51.9,62.3,1013.4,90.0,8.2,6.1,0.7,0,,2020-01-06T08:29:22,2020-01-06T17:50:05,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
108,12944,2020-01-05 15:00:00,"Istanbul,Turkey",7.2,6.0,6.7,3.9,1.1,2.1,5.0,89.2,48.72,100,16.67,rain,,3.1,27.7,51.9,62.3,1013.4,90.0,8.2,6.1,0.7,0,,2020-01-06T08:29:22,2020-01-06T17:50:05,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
109,13101,2020-01-05 16:00:00,"Istanbul,Turkey",7.2,6.0,6.7,3.9,1.1,2.1,5.0,89.2,48.72,100,16.67,rain,,3.1,27.7,51.9,62.3,1013.4,90.0,8.2,6.1,0.7,0,,2020-01-06T08:29:22,2020-01-06T17:50:05,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
110,13751,2020-01-05 17:00:00,"Istanbul,Turkey",7.2,6.0,6.7,3.9,1.1,2.1,5.0,89.2,48.72,100,16.67,rain,,3.1,27.7,51.9,62.3,1013.4,90.0,8.2,6.1,0.7,0,,2020-01-06T08:29:22,2020-01-06T17:50:05,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
111,13515,2020-01-05 18:00:00,"Istanbul,Turkey",7.2,6.0,6.7,3.9,1.1,2.1,5.0,89.2,48.72,100,16.67,rain,,3.1,27.7,51.9,62.3,1013.4,90.0,8.2,6.1,0.7,0,,2020-01-06T08:29:22,2020-01-06T17:50:05,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
112,10229,2020-01-05 19:00:00,"Istanbul,Turkey",7.2,6.0,6.7,3.9,1.1,2.1,5.0,89.2,48.72,100,16.67,rain,,3.1,27.7,51.9,62.3,1013.4,90.0,8.2,6.1,0.7,0,,2020-01-06T08:29:22,2020-01-06T17:50:05,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
113,7079,2020-01-05 20:00:00,"Istanbul,Turkey",7.2,6.0,6.7,3.9,1.1,2.1,5.0,89.2,48.72,100,16.67,rain,,3.1,27.7,51.9,62.3,1013.4,90.0,8.2,6.1,0.7,0,,2020-01-06T08:29:22,2020-01-06T17:50:05,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
114,5444,2020-01-05 21:00:00,"Istanbul,Turkey",7.2,6.0,6.7,3.9,1.1,2.1,5.0,89.2,48.72,100,16.67,rain,,3.1,27.7,51.9,62.3,1013.4,90.0,8.2,6.1,0.7,0,,2020-01-06T08:29:22,2020-01-06T17:50:05,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
115,4624,2020-01-05 22:00:00,"Istanbul,Turkey",7.2,6.0,6.7,3.9,1.1,2.1,5.0,89.2,48.72,100,16.67,rain,,3.1,27.7,51.9,62.3,1013.4,90.0,8.2,6.1,0.7,0,,2020-01-06T08:29:22,2020-01-06T17:50:05,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
116,2207,2020-01-05 23:00:00,"Istanbul,Turkey",7.2,6.0,6.7,3.9,1.1,2.1,5.0,89.2,48.72,100,16.67,rain,,3.1,27.7,51.9,62.3,1013.4,90.0,8.2,6.1,0.7,0,,2020-01-06T08:29:22,2020-01-06T17:50:05,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
