fusedyear,fusedmonth,fusedday,fusedhour,toplam_yolcu
2020,6,21,16,3995
2020,6,21,17,4286
2020,6,21,18,4386
2020,6,21,19,3418
2020,6,21,20,3292
2020,6,21,21,2451
2020,6,21,22,1888
2020,6,21,23,1075
2020,6,22,0,42
2020,6,22,1,8
2020,6,22,2,1
2020,6,22,3,2
2020,6,22,4,2
2020,6,22,5,271
2020,6,22,6,2618
2020,6,22,7,7170
2020,6,22,8,8525
2020,6,22,9,5378
2020,6,22,10,4220
2020,6,22,11,4117
2020,6,22,12,4374
2020,6,22,13,4543
2020,6,22,14,4969
2020,6,22,15,4804
2020,6,22,16,5613
2020,6,22,17,7901
2020,6,22,18,9676
2020,6,22,19,6625
2020,6,22,20,4017
2020,6,22,21,2397
2020,6,22,22,1721
2020,6,22,23,1015
2020,6,23,0,44
2020,6,23,1,5
2020,6,23,2,1
2020,6,23,4,1
2020,6,23,5,280
2020,6,23,6,2506
2020,6,23,7,7209
2020,6,23,8,9138
2020,6,23,9,5973
2020,6,23,10,4598
2020,6,23,11,4440
2020,6,23,12,4631
2020,6,23,13,4251
2020,6,23,14,4341
2020,6,23,15,4587
2020,6,23,16,4870
2020,6,23,17,7561
2020,6,23,18,9350
2020,6,23,19,5790
2020,6,23,20,3767
2020,6,23,21,2281
2020,6,23,22,1567
2020,6,23,23,877
2020,6,24,0,44
2020,6,24,1,3
2020,6,24,2,1
2020,6,24,5,264
2020,6,24,6,2491
2020,6,24,7,7093
2020,6,24,8,8728
2020,6,24,9,5245
2020,6,24,10,4294
2020,6,24,11,4097
2020,6,24,12,4221
2020,6,24,13,4550
2020,6,24,14,4766
2020,6,24,15,4938
2020,6,24,16,5586
2020,6,24,17,7980
2020,6,24,18,9761
2020,6,24,19,6370
2020,6,24,20,4061
2020,6,24,21,2502
2020,6,24,22,1858
2020,6,24,23,976
2020,6,25,0,24
2020,6,25,1,5
2020,6,25,3,1
2020,6,25,4,2
2020,6,25,5,241
2020,6,25,6,2227
2020,6,25,7,6486
2020,6,25,8,8089
2020,6,25,9,4994
2020,6,25,10,4187
2020,6,25,11,4117
2020,6,25,12,4131
2020,6,25,13,4281
2020,6,25,14,4573
2020,6,25,15,4651
2020,6,25,16,5153
2020,6,25,17,7545
2020,6,25,18,9438
2020,6,25,19,6097
2020,6,25,20,4021
2020,6,25,21,2571
2020,6,25,22,1821
2020,6,25,23,1019
2020,6,26,0,45
2020,6,26,1,2
2020,6,26,2,2
2020,6,26,3,1
2020,6,26,5,223
2020,6,26,6,2086
2020,6,26,7,6210
2020,6,26,8,7603
2020,6,26,9,4798
2020,6,26,10,4020
2020,6,26,11,3974
2020,6,26,12,3971
2020,6,26,13,4088
2020,6,26,14,4653
2020,6,26,15,4846
2020,6,26,16,5512
2020,6,26,17,7982
2020,6,26,18,9451
2020,6,26,19,6835
2020,6,26,20,4528
2020,6,26,21,2806
2020,6,26,22,2010
2020,6,26,23,1430
2020,6,27,0,61
2020,6,27,1,3
2020,6,27,2,1
2020,6,27,5,113
2020,6,27,6,1240
2020,6,27,7,2794
2020,6,27,8,3152
2020,6,27,9,744
2020,6,27,10,310
2020,6,27,11,309
2020,6,27,12,1023
2020,6,27,13,3228
2020,6,27,14,1504
2020,6,27,15,6632
2020,6,27,16,5346
2020,6,27,17,4471
2020,6,27,18,4236
2020,6,27,19,3747
2020,6,27,20,3453
2020,6,27,21,3080
2020,6,27,22,2878
2020,6,27,23,1733
2020,6,28,0,70
2020,6,28,1,2
2020,6,28,2,4
2020,6,28,3,2
2020,6,28,5,80
2020,6,28,6,711
2020,6,28,7,1288
2020,6,28,8,1885
2020,6,28,9,649
2020,6,28,10,215
2020,6,28,11,250
2020,6,28,12,877
2020,6,28,13,1683
2020,6,28,14,611
2020,6,28,15,472
2020,6,28,16,590
2020,6,28,17,1069
2020,6,28,18,3875
2020,6,28,19,3957
2020,6,28,20,2368
2020,6,28,21,1958
2020,6,28,22,2031
2020,6,28,23,1402
2020,6,29,0,51
2020,6,29,1,1
2020,6,29,3,1
2020,6,29,5,275
2020,6,29,6,2511
2020,6,29,7,6801
2020,6,29,8,8502
2020,6,29,9,5276
2020,6,29,10,4408
2020,6,29,11,4379
2020,6,29,12,4576
2020,6,29,13,4894
2020,6,29,14,5017
2020,6,29,15,4938
2020,6,29,16,5797
2020,6,29,17,8355
2020,6,29,18,10120
2020,6,29,19,6830
2020,6,29,20,4222
2020,6,29,21,2882
2020,6,29,22,1955
2020,6,29,23,1262
2020,6,30,0,49
2020,6,30,1,2
2020,6,30,2,2
2020,6,30,4,2
2020,6,30,5,286
2020,6,30,6,2614
2020,6,30,7,7706
2020,6,30,8,9958
2020,6,30,9,6358
2020,6,30,10,5184
2020,6,30,11,5181
2020,6,30,12,5130
2020,6,30,13,5370
2020,6,30,14,5791
2020,6,30,15,5778
2020,6,30,16,6553
2020,6,30,17,9488
2020,6,30,18,11375
2020,6,30,19,7509
2020,6,30,20,4984
2020,6,30,21,3180
2020,6,30,22,2339
2020,6,30,23,1318
2020,7,1,0,35
2020,7,1,3,1
2020,7,1,5,245
2020,7,1,6,2495
2020,7,1,7,7220
2020,7,1,8,8821
2020,7,1,9,5470
2020,7,1,10,4340
2020,7,1,11,4274
2020,7,1,12,4576
2020,7,1,13,4668
2020,7,1,14,5085
2020,7,1,15,5126
2020,7,1,16,5858
2020,7,1,17,8546
2020,7,1,18,10765
2020,7,1,19,6905
2020,7,1,20,4233
2020,7,1,21,2950
2020,7,1,22,2324
2020,7,1,23,1312
2020,7,2,0,42
2020,7,2,1,2
2020,7,2,2,1
2020,7,2,3,4
2020,7,2,4,1
2020,7,2,5,251
2020,7,2,6,2444
2020,7,2,7,7230
2020,7,2,8,9247
2020,7,2,9,5814
2020,7,2,10,4544
2020,7,2,11,4381
2020,7,2,12,4474
2020,7,2,13,4705
2020,7,2,14,4986
2020,7,2,15,5146
2020,7,2,16,6079
2020,7,2,17,8485
2020,7,2,18,10830
2020,7,2,19,6963
2020,7,2,20,4234
2020,7,2,21,3036
2020,7,2,22,2439
2020,7,2,23,1421
2020,7,3,0,45
2020,7,3,1,5
2020,7,3,2,4
2020,7,3,3,7
2020,7,3,4,4
2020,7,3,5,274
2020,7,3,6,2694
2020,7,3,7,7711
2020,7,3,8,9344
2020,7,3,9,5716
2020,7,3,10,4717
2020,7,3,11,4693
2020,7,3,12,4866
2020,7,3,13,4865
2020,7,3,14,5547
2020,7,3,15,5572
2020,7,3,16,6656
2020,7,3,17,9456
2020,7,3,18,11763
2020,7,3,19,7868
2020,7,3,20,5151
2020,7,3,21,3569
2020,7,3,22,2627
2020,7,3,23,1585
2020,7,4,0,70
2020,7,4,1,6
2020,7,4,2,3
2020,7,4,3,1
2020,7,4,5,173
2020,7,4,6,1560
2020,7,4,7,3566
2020,7,4,8,4380
2020,7,4,9,3420
2020,7,4,10,3232
2020,7,4,11,3536
2020,7,4,12,4174
2020,7,4,13,5015
2020,7,4,14,5347
2020,7,4,15,5495
2020,7,4,16,5834
2020,7,4,17,6517
2020,7,4,18,6513
2020,7,4,19,5672
2020,7,4,20,4663
2020,7,4,21,3756
2020,7,4,22,3030
2020,7,4,23,1949
2020,7,5,0,84
2020,7,5,3,2
2020,7,5,5,120
2020,7,5,6,823
2020,7,5,7,1555
2020,7,5,8,2009
2020,7,5,9,2206
2020,7,5,10,2427
2020,7,5,11,2904
2020,7,5,12,3444
2020,7,5,13,3965
2020,7,5,14,4297
2020,7,5,15,4263
2020,7,5,16,4549
2020,7,5,17,4972
2020,7,5,18,5093
2020,7,5,19,4543
2020,7,5,20,4226
2020,7,5,21,3375
2020,7,5,22,2672
2020,7,5,23,1818
2020,7,6,0,67
2020,7,6,1,4
2020,7,6,2,1
2020,7,6,4,1
2020,7,6,5,320
2020,7,6,6,2907
2020,7,6,7,8189
2020,7,6,8,9977
2020,7,6,9,5937
2020,7,6,10,4950
2020,7,6,11,4795
2020,7,6,12,4963
2020,7,6,13,5055
2020,7,6,14,5457
2020,7,6,15,5389
2020,7,6,16,6253
2020,7,6,17,9035
2020,7,6,18,11491
2020,7,6,19,7491
2020,7,6,20,4583
2020,7,6,21,3273
2020,7,6,22,2336
2020,7,6,23,1310
2020,7,7,0,63
2020,7,7,1,6
2020,7,7,2,6
2020,7,7,5,265
2020,7,7,6,2544
2020,7,7,7,7546
2020,7,7,8,9495
2020,7,7,9,6067
2020,7,7,10,4906
2020,7,7,11,4886
2020,7,7,12,4959
2020,7,7,13,4972
2020,7,7,14,5246
2020,7,7,15,5382
2020,7,7,16,6152
2020,7,7,17,8813
2020,7,7,18,11134
2020,7,7,19,7126
2020,7,7,20,4444
2020,7,7,21,3080
2020,7,7,22,2319
2020,7,7,23,1387
2020,7,8,0,51
2020,7,8,1,2
2020,7,8,5,251
2020,7,8,6,2696
2020,7,8,7,7620
2020,7,8,8,9401
2020,7,8,9,5767
2020,7,8,10,4537
2020,7,8,11,4447
2020,7,8,12,4728
2020,7,8,13,5102
2020,7,8,14,5325
2020,7,8,15,5451
2020,7,8,16,6405
2020,7,8,17,9109
2020,7,8,18,11331
2020,7,8,19,7407
2020,7,8,20,4412
2020,7,8,21,3150
2020,7,8,22,2437
2020,7,8,23,1327
2020,7,9,0,39
2020,7,9,1,4
2020,7,9,2,1
2020,7,9,3,3
2020,7,9,5,268
2020,7,9,6,2456
2020,7,9,7,7191
2020,7,9,8,9035
2020,7,9,9,5497
2020,7,9,10,4458
2020,7,9,11,4352
2020,7,9,12,4629
2020,7,9,13,4619
2020,7,9,14,5019
2020,7,9,15,5208
2020,7,9,16,6051
2020,7,9,17,8356
2020,7,9,18,10754
2020,7,9,19,6783
2020,7,9,20,4239
2020,7,9,21,3066
2020,7,9,22,2323
2020,7,9,23,1472
2020,7,10,0,44
2020,7,10,5,261
2020,7,10,6,2701
2020,7,10,7,7794
2020,7,10,8,9648
2020,7,10,9,5802
2020,7,10,10,4973
2020,7,10,11,4930
2020,7,10,12,5046
2020,7,10,13,5114
2020,7,10,14,5909
2020,7,10,15,6179
2020,7,10,16,6941
2020,7,10,17,9940
2020,7,10,18,12383
2020,7,10,19,8248
2020,7,10,20,5505
2020,7,10,21,3706
2020,7,10,22,2841
2020,7,10,23,1709
2020,7,11,0,62
2020,7,11,1,1
2020,7,11,2,1
2020,7,11,3,1
2020,7,11,4,1
2020,7,11,5,151
2020,7,11,6,1471
2020,7,11,7,3410
2020,7,11,8,4203
2020,7,11,9,3197
2020,7,11,10,3103
2020,7,11,11,3476
2020,7,11,12,4019
2020,7,11,13,4939
2020,7,11,14,5332
2020,7,11,15,5546
2020,7,11,16,5625
2020,7,11,17,6158
2020,7,11,18,6627
2020,7,11,19,5736
2020,7,11,20,4305
2020,7,11,21,3436
2020,7,11,22,2843
2020,7,11,23,1861
2020,7,12,0,72
2020,7,12,5,115
2020,7,12,6,842
2020,7,12,7,1448
2020,7,12,8,2047
2020,7,12,9,2195
2020,7,12,10,2410
2020,7,12,11,2945
2020,7,12,12,3494
2020,7,12,13,4224
2020,7,12,14,4341
2020,7,12,15,4887
2020,7,12,16,4758
2020,7,12,17,4973
2020,7,12,18,5183
2020,7,12,19,4776
2020,7,12,20,4413
2020,7,12,21,3505
2020,7,12,22,2859
2020,7,12,23,1723
2020,7,13,0,60
2020,7,13,4,4
2020,7,13,5,320
2020,7,13,6,2934
2020,7,13,7,8355
2020,7,13,8,9822
2020,7,13,9,5958
2020,7,13,10,4729
2020,7,13,11,4587
2020,7,13,12,4842
2020,7,13,13,4986
2020,7,13,14,5414
2020,7,13,15,5499
2020,7,13,16,6426
2020,7,13,17,8980
2020,7,13,18,11465
2020,7,13,19,7230
2020,7,13,20,4130
2020,7,13,21,2678
2020,7,13,22,1946
2020,7,13,23,995
2020,7,14,0,32
2020,7,14,1,2
2020,7,14,2,1
2020,7,14,5,240
2020,7,14,6,2404
2020,7,14,7,7251
2020,7,14,8,8886
2020,7,14,9,5586
2020,7,14,10,4488
2020,7,14,11,4270
2020,7,14,12,4694
2020,7,14,13,4924
2020,7,14,14,5234
2020,7,14,15,5183
2020,7,14,16,6061
2020,7,14,17,8448
2020,7,14,18,10822
2020,7,14,19,7015
2020,7,14,20,4298
2020,7,14,21,3112
2020,7,14,22,2267
2020,7,14,23,1473
2020,7,15,0,54
2020,7,15,4,1
2020,7,15,5,159
2020,7,15,6,1727
2020,7,15,7,3714
2020,7,15,8,4517
2020,7,15,9,3594
2020,7,15,10,3486
2020,7,15,11,3847
2020,7,15,12,4716
2020,7,15,13,5504
2020,7,15,14,6295
2020,7,15,15,6252
2020,7,15,16,6478
2020,7,15,17,7289
2020,7,15,18,8581
2020,7,15,19,7083
2020,7,15,20,5491
2020,7,15,21,4153
2020,7,15,22,3332
2020,7,15,23,1798
2020,7,16,0,49
2020,7,16,1,3
2020,7,16,2,1
2020,7,16,5,280
2020,7,16,6,2628
2020,7,16,7,7671
2020,7,16,8,9224
2020,7,16,9,5694
2020,7,16,10,4840
2020,7,16,11,4471
2020,7,16,12,4867
2020,7,16,13,5069
2020,7,16,14,5483
2020,7,16,15,5397
2020,7,16,16,6252
2020,7,16,17,8800
2020,7,16,18,11002
2020,7,16,19,7163
2020,7,16,20,4511
2020,7,16,21,3279
2020,7,16,22,2393
2020,7,16,23,1364
2020,7,17,0,51
2020,7,17,5,272
2020,7,17,6,2595
2020,7,17,7,7381
2020,7,17,8,9011
2020,7,17,9,5488
2020,7,17,10,4608
2020,7,17,11,4474
2020,7,17,12,4882
2020,7,17,13,4776
2020,7,17,14,5653
2020,7,17,15,5758
2020,7,17,16,6339
2020,7,17,17,9136
2020,7,17,18,11256
2020,7,17,19,7721
2020,7,17,20,4760
2020,7,17,21,3424
2020,7,17,22,2775
2020,7,17,23,1581
2020,7,18,0,63
2020,7,18,1,1
2020,7,18,3,2
2020,7,18,4,1
2020,7,18,5,161
2020,7,18,6,1498
2020,7,18,7,3208
2020,7,18,8,4189
2020,7,18,9,3064
2020,7,18,10,3052
2020,7,18,11,3528
2020,7,18,12,4193
2020,7,18,13,5094
2020,7,18,14,5460
2020,7,18,15,5389
2020,7,18,16,5587
2020,7,18,17,6387
2020,7,18,18,6260
2020,7,18,19,5701
2020,7,18,20,4567
2020,7,18,21,3505
2020,7,18,22,2884
2020,7,18,23,2003
2020,7,19,0,82
2020,7,19,5,102
2020,7,19,6,783
2020,7,19,7,1434
2020,7,19,8,1895
2020,7,19,9,2089
2020,7,19,10,2479
2020,7,19,11,2843
2020,7,19,12,3506
2020,7,19,13,4283
2020,7,19,14,4814
2020,7,19,15,4625
2020,7,19,16,4829
2020,7,19,17,4996
2020,7,19,18,5141
2020,7,19,19,4720
2020,7,19,20,4188
2020,7,19,21,3233
2020,7,19,22,2525
2020,7,19,23,1627
2020,7,20,0,52
2020,7,20,1,1
2020,7,20,5,273
2020,7,20,6,2814
2020,7,20,7,7966
2020,7,20,8,9636
2020,7,20,9,5840
2020,7,20,10,4616
2020,7,20,11,4507
2020,7,20,12,4861
2020,7,20,13,5040
2020,7,20,14,5651
2020,7,20,15,5397
2020,7,20,16,6431
2020,7,20,17,9036
2020,7,20,18,11386
2020,7,20,19,7477
2020,7,20,20,4610
2020,7,20,21,3267
2020,7,20,22,2456
2020,7,20,23,1390
2020,7,21,0,42
2020,7,21,5,277
2020,7,21,6,2783
2020,7,21,7,8212
2020,7,21,8,9948
2020,7,21,9,6048
2020,7,21,10,4969
2020,7,21,11,4798
2020,7,21,12,5166
2020,7,21,13,5466
2020,7,21,14,5592
2020,7,21,15,5904
2020,7,21,16,6711
2020,7,21,17,9671
2020,7,21,18,12018
2020,7,21,19,7983
2020,7,21,20,4967
2020,7,21,21,3696
2020,7,21,22,2738
2020,7,21,23,1470
2020,7,22,0,62
2020,7,22,1,1
2020,7,22,5,275
2020,7,22,6,2716
2020,7,22,7,7701
2020,7,22,8,9279
2020,7,22,9,5708
2020,7,22,10,4384
2020,7,22,11,4554
2020,7,22,12,4768
2020,7,22,13,5017
2020,7,22,14,5406
2020,7,22,15,5534
2020,7,22,16,6414
2020,7,22,17,9056
2020,7,22,18,11889
2020,7,22,19,7806
2020,7,22,20,5003
2020,7,22,21,3512
2020,7,22,22,2564
2020,7,22,23,1553
2020,7,23,0,49
2020,7,23,1,3
2020,7,23,2,3
2020,7,23,3,1
2020,7,23,4,1
2020,7,23,5,294
2020,7,23,6,2824
2020,7,23,7,7947
2020,7,23,8,9613
2020,7,23,9,5918
2020,7,23,10,4749
2020,7,23,11,4609
2020,7,23,12,4836
2020,7,23,13,5201
2020,7,23,14,5381
2020,7,23,15,5680
2020,7,23,16,6605
2020,7,23,17,9493
2020,7,23,18,12314
2020,7,23,19,7923
2020,7,23,20,4943
2020,7,23,21,3694
2020,7,23,22,2908
2020,7,23,23,1437
2020,7,24,0,50
2020,7,24,5,286
2020,7,24,6,2674
2020,7,24,7,7138
2020,7,24,8,8764
2020,7,24,9,5781
2020,7,24,10,5132
2020,7,24,11,4721
2020,7,24,12,4489
2020,7,24,13,4358
2020,7,24,14,5054
2020,7,24,15,5904
2020,7,24,16,7069
2020,7,24,17,8993
2020,7,24,18,11046
2020,7,24,19,7958
2020,7,24,20,4844
2020,7,24,21,3447
2020,7,24,22,2599
2020,7,24,23,1633
2020,7,25,0,68
2020,7,25,1,2
2020,7,25,2,1
2020,7,25,4,1
2020,7,25,5,167
2020,7,25,6,1581
2020,7,25,7,3655
2020,7,25,8,4288
2020,7,25,9,3390
2020,7,25,10,3157
2020,7,25,11,3532
2020,7,25,12,4346
2020,7,25,13,5117
2020,7,25,14,5724
2020,7,25,15,5740
2020,7,25,16,6031
2020,7,25,17,6310
2020,7,25,18,6739
2020,7,25,19,5776
2020,7,25,20,4694
2020,7,25,21,3627
2020,7,25,22,3033
2020,7,25,23,1882
2020,7,26,0,69
2020,7,26,2,1
2020,7,26,5,109
2020,7,26,6,770
2020,7,26,7,1393
2020,7,26,8,1917
2020,7,26,9,2120
2020,7,26,10,2451
2020,7,26,11,3020
2020,7,26,12,3462
2020,7,26,13,3923
2020,7,26,14,4357
2020,7,26,15,4328
2020,7,26,16,4671
2020,7,26,17,4800
2020,7,26,18,4691
2020,7,26,19,4582
2020,7,26,20,4085
2020,7,26,21,3259
2020,7,26,22,2604
2020,7,26,23,1586
2020,7,27,0,52
2020,7,27,5,286
2020,7,27,6,2969
2020,7,27,7,8294
2020,7,27,8,9478
2020,7,27,9,5994
2020,7,27,10,5072
2020,7,27,11,4723
2020,7,27,12,5153
2020,7,27,13,5399
2020,7,27,14,5624
2020,7,27,15,5708
2020,7,27,16,6497
2020,7,27,17,9132
2020,7,27,18,11367
2020,7,27,19,7560
2020,7,27,20,4758
2020,7,27,21,3178
2020,7,27,22,2525
2020,7,27,23,1318
2020,7,28,0,67
2020,7,28,1,3
2020,7,28,2,2
2020,7,28,5,282
2020,7,28,6,2677
2020,7,28,7,7540
2020,7,28,8,9072
2020,7,28,9,5684
2020,7,28,10,4701
2020,7,28,11,4597
2020,7,28,12,4915
2020,7,28,13,5262
2020,7,28,14,5618
2020,7,28,15,5857
2020,7,28,16,6556
2020,7,28,17,8885
2020,7,28,18,11193
2020,7,28,19,7760
2020,7,28,20,4859
2020,7,28,21,3488
2020,7,28,22,2746
2020,7,28,23,1544
2020,7,29,0,64
2020,7,29,1,7
2020,7,29,2,5
2020,7,29,3,1
2020,7,29,5,273
2020,7,29,6,2545
2020,7,29,7,7219
2020,7,29,8,8579
2020,7,29,9,5467
2020,7,29,10,4370
2020,7,29,11,4457
2020,7,29,12,4785
2020,7,29,13,5098
2020,7,29,14,5541
2020,7,29,15,5863
2020,7,29,16,6770
2020,7,29,17,8809
2020,7,29,18,10912
2020,7,29,19,7527
2020,7,29,20,5019
2020,7,29,21,3636
2020,7,29,22,2912
2020,7,29,23,1608
2020,7,30,0,44
2020,7,30,1,2
2020,7,30,2,4
2020,7,30,3,2
2020,7,30,4,1
2020,7,30,5,159
2020,7,30,6,1567
2020,7,30,7,4626
2020,7,30,8,5201
2020,7,30,9,3679
2020,7,30,10,3527
2020,7,30,11,3744
2020,7,30,12,5172
2020,7,30,13,6358
2020,7,30,14,5705
2020,7,30,15,5148
2020,7,30,16,5006
2020,7,30,17,5082
2020,7,30,18,4917
2020,7,30,19,4452
2020,7,30,20,3566
2020,7,30,21,2894
2020,7,30,22,2614
2020,7,30,23,1551
2020,7,31,0,66
2020,7,31,1,2
2020,7,31,5,114
2020,7,31,6,691
2020,7,31,7,1331
2020,7,31,8,1637
2020,7,31,9,2037
2020,7,31,10,2473
2020,7,31,11,3089
2020,7,31,12,3884
2020,7,31,13,4173
2020,7,31,14,4693
2020,7,31,15,5017
2020,7,31,16,4975
2020,7,31,17,5281
2020,7,31,18,5719
2020,7,31,19,5318
2020,7,31,20,4928
2020,7,31,21,4561
2020,7,31,22,3822
2020,7,31,23,2140
2020,8,1,0,90
2020,8,1,5,96
2020,8,1,6,743
2020,8,1,7,1322
2020,8,1,8,1668
2020,8,1,9,2119
2020,8,1,10,2781
2020,8,1,11,3641
2020,8,1,12,4967
2020,8,1,13,5717
2020,8,1,14,6066
2020,8,1,15,6313
2020,8,1,16,6449
2020,8,1,17,7100
2020,8,1,18,6717
2020,8,1,19,6825
2020,8,1,20,6202
2020,8,1,21,5463
2020,8,1,22,4256
2020,8,1,23,2587
2020,8,2,0,96
2020,8,2,5,120
2020,8,2,6,739
2020,8,2,7,1200
2020,8,2,8,1931
2020,8,2,9,2378
2020,8,2,10,3042
2020,8,2,11,3955
2020,8,2,12,4870
2020,8,2,13,5975
2020,8,2,14,6722
2020,8,2,15,6848
2020,8,2,16,7114
2020,8,2,17,7292
2020,8,2,18,7071
2020,8,2,19,7045
2020,8,2,20,6708
2020,8,2,21,5557
2020,8,2,22,4206
2020,8,2,23,2776
2020,8,3,0,101
2020,8,3,1,2
2020,8,3,5,123
2020,8,3,6,943
2020,8,3,7,1615
2020,8,3,8,2162
2020,8,3,9,2459
2020,8,3,10,2919
2020,8,3,11,3852
2020,8,3,12,4873
2020,8,3,13,6134
2020,8,3,14,7011
2020,8,3,15,6979
2020,8,3,16,7053
2020,8,3,17,7085
2020,8,3,18,7611
2020,8,3,19,7097
2020,8,3,20,6126
2020,8,3,21,5035
2020,8,3,22,3725
2020,8,3,23,2072
2020,8,4,0,53
2020,8,4,2,2
2020,8,4,5,279
2020,8,4,6,2713
2020,8,4,7,7519
2020,8,4,8,8702
2020,8,4,9,5059
2020,8,4,10,4270
2020,8,4,11,4259
2020,8,4,12,4598
2020,8,4,13,5013
2020,8,4,14,5311
2020,8,4,15,5353
2020,8,4,16,5798
2020,8,4,17,8655
2020,8,4,18,11081
2020,8,4,19,7065
2020,8,4,20,4417
2020,8,4,21,3023
2020,8,4,22,2473
2020,8,4,23,1281
2020,8,5,0,49
2020,8,5,1,4
2020,8,5,2,8
2020,8,5,3,1
2020,8,5,4,4
2020,8,5,5,243
2020,8,5,6,2721
2020,8,5,7,7566
2020,8,5,8,8858
2020,8,5,9,5287
2020,8,5,10,4314
2020,8,5,11,4428
2020,8,5,12,4629
2020,8,5,13,5046
2020,8,5,14,5505
2020,8,5,15,5538
2020,8,5,16,6277
2020,8,5,17,8805
2020,8,5,18,11689
2020,8,5,19,7574
2020,8,5,20,4837
2020,8,5,21,3339
2020,8,5,22,2632
2020,8,5,23,1376
2020,8,6,0,48
2020,8,6,1,5
2020,8,6,2,3
2020,8,6,5,225
2020,8,6,6,2507
2020,8,6,7,6915
2020,8,6,8,8155
2020,8,6,9,4856
2020,8,6,10,4203
2020,8,6,11,3969
2020,8,6,12,4274
2020,8,6,13,4638
2020,8,6,14,5039
2020,8,6,15,5014
2020,8,6,16,5752
2020,8,6,17,8265
2020,8,6,18,10491
2020,8,6,19,6864
2020,8,6,20,4234
2020,8,6,21,3077
2020,8,6,22,2460
2020,8,6,23,1426
2020,8,7,0,60
2020,8,7,1,1
2020,8,7,2,5
2020,8,7,3,2
2020,8,7,4,3
2020,8,7,5,279
2020,8,7,6,2654
2020,8,7,7,7715
2020,8,7,8,9043
2020,8,7,9,5593
2020,8,7,10,4637
2020,8,7,11,4606
2020,8,7,12,5038
2020,8,7,13,5152
2020,8,7,14,5714
2020,8,7,15,5970
2020,8,7,16,6816
2020,8,7,17,9208
2020,8,7,18,12147
2020,8,7,19,8219
2020,8,7,20,5216
2020,8,7,21,3582
2020,8,7,22,2923
2020,8,7,23,1708
2020,8,8,0,77
2020,8,8,1,4
2020,8,8,2,1
2020,8,8,3,2
2020,8,8,5,162
2020,8,8,6,1554
2020,8,8,7,3847
2020,8,8,8,5203
2020,8,8,9,3636
2020,8,8,10,3443
2020,8,8,11,4533
2020,8,8,12,4539
2020,8,8,13,5471
2020,8,8,14,6001
2020,8,8,15,6391
2020,8,8,16,6390
2020,8,8,17,6781
2020,8,8,18,7109
2020,8,8,19,6006
2020,8,8,20,4841
2020,8,8,21,3567
2020,8,8,22,2963
2020,8,8,23,1972
2020,8,9,0,95
2020,8,9,5,103
2020,8,9,6,967
2020,8,9,7,2289
2020,8,9,8,3509
2020,8,9,9,2551
2020,8,9,10,2355
2020,8,9,11,2985
2020,8,9,12,4403
2020,8,9,13,6186
2020,8,9,14,5259
2020,8,9,15,5051
2020,8,9,16,5003
2020,8,9,17,5325
2020,8,9,18,5642
2020,8,9,19,5057
2020,8,9,20,4380
2020,8,9,21,3400
2020,8,9,22,2948
2020,8,9,23,1628
2020,8,10,0,66
2020,8,10,1,3
2020,8,10,4,4
2020,8,10,5,277
2020,8,10,6,2967
2020,8,10,7,8517
2020,8,10,8,10213
2020,8,10,9,6198
2020,8,10,10,4818
2020,8,10,11,4806
2020,8,10,12,5225
2020,8,10,13,5673
2020,8,10,14,5970
2020,8,10,15,6012
2020,8,10,16,6864
2020,8,10,17,9575
2020,8,10,18,12373
2020,8,10,19,8104
2020,8,10,20,4962
2020,8,10,21,3303
2020,8,10,22,2679
2020,8,10,23,1420
2020,8,11,0,59
2020,8,11,1,3
2020,8,11,2,1
2020,8,11,5,266
2020,8,11,6,2731
2020,8,11,7,8029
2020,8,11,8,10008
2020,8,11,9,6098
2020,8,11,10,4760
2020,8,11,11,4785
2020,8,11,12,5169
2020,8,11,13,5392
2020,8,11,14,5618
2020,8,11,15,5953
2020,8,11,16,6789
2020,8,11,17,9541
2020,8,11,18,12438
2020,8,11,19,8123
2020,8,11,20,5028
2020,8,11,21,3371
2020,8,11,22,2785
2020,8,11,23,1517
2020,8,12,0,65
2020,8,12,1,1
2020,8,12,2,2
2020,8,12,5,278
2020,8,12,6,2646
2020,8,12,7,7793
2020,8,12,8,9704
2020,8,12,9,5784
2020,8,12,10,4458
2020,8,12,11,4515
2020,8,12,12,5038
2020,8,12,13,5164
2020,8,12,14,5696
2020,8,12,15,5824
2020,8,12,16,6821
2020,8,12,17,9265
2020,8,12,18,12126
2020,8,12,19,8103
2020,8,12,20,4889
2020,8,12,21,3468
2020,8,12,22,2781
2020,8,12,23,1600
2020,8,13,0,38
2020,8,13,1,5
2020,8,13,5,254
2020,8,13,6,2588
2020,8,13,7,7719
2020,8,13,8,9312
2020,8,13,9,5673
2020,8,13,10,4367
2020,8,13,11,4384
2020,8,13,12,4804
2020,8,13,13,5034
2020,8,13,14,5385
2020,8,13,15,5644
2020,8,13,16,6565
2020,8,13,17,9053
2020,8,13,18,12216
2020,8,13,19,7786
2020,8,13,20,4935
2020,8,13,21,3383
2020,8,13,22,2865
2020,8,13,23,1658
2020,8,14,0,59
2020,8,14,2,1
2020,8,14,5,249
2020,8,14,6,2758
2020,8,14,7,7934
2020,8,14,8,9710
2020,8,14,9,6017
2020,8,14,10,4834
2020,8,14,11,4658
2020,8,14,12,5027
2020,8,14,13,5216
2020,8,14,14,6024
2020,8,14,15,6342
