,Unnamed: 0,datetime,NUMBER_OF_PASSENGER_y,temp,humidity,snowdepth,windspeed,sealevelpressure,visibility,uvindex,severerisk,Clear,Partially cloudy,Rain,"Rain, Overcast","Rain, Partially cloudy","Snow, Rain, Partially cloudy",AVERAGE_SPEED,weekDay
0,0,2020-01-01 00:00:00,3311,6.4,74.8,0.0,24.9,1022.9,12.2,3,,0,0,0,0,1,0,62,2
1,1,2020-01-01 01:00:00,3316,6.4,74.8,0.0,24.9,1022.9,12.2,3,,0,0,0,0,1,0,61,2
2,2,2020-01-01 02:00:00,2152,6.4,74.8,0.0,24.9,1022.9,12.2,3,,0,0,0,0,1,0,66,2
3,3,2020-01-01 03:00:00,1390,6.4,74.8,0.0,24.9,1022.9,12.2,3,,0,0,0,0,1,0,71,2
4,4,2020-01-01 04:00:00,970,6.4,74.8,0.0,24.9,1022.9,12.2,3,,0,0,0,0,1,0,70,2
5,5,2020-01-01 05:00:00,857,6.4,74.8,0.0,24.9,1022.9,12.2,3,,0,0,0,0,1,0,70,2
6,6,2020-01-01 06:00:00,1473,6.4,74.8,0.0,24.9,1022.9,12.2,3,,0,0,0,0,1,0,67,2
7,7,2020-01-01 07:00:00,2148,6.4,74.8,0.0,24.9,1022.9,12.2,3,,0,0,0,0,1,0,67,2
8,8,2020-01-01 08:00:00,2412,6.4,74.8,0.0,24.9,1022.9,12.2,3,,0,0,0,0,1,0,64,2
9,9,2020-01-01 09:00:00,2748,6.4,74.8,0.0,24.9,1022.9,12.2,3,,0,0,0,0,1,0,63,2
10,10,2020-01-01 10:00:00,3430,6.4,74.8,0.0,24.9,1022.9,12.2,3,,0,0,0,0,1,0,63,2
11,11,2020-01-01 11:00:00,4962,6.4,74.8,0.0,24.9,1022.9,12.2,3,,0,0,0,0,1,0,62,2
12,12,2020-01-01 12:00:00,7360,6.4,74.8,0.0,24.9,1022.9,12.2,3,,0,0,0,0,1,0,60,2
13,13,2020-01-01 13:00:00,9558,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,58,2
14,14,2020-01-01 14:00:00,12161,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,57,2
15,15,2020-01-01 15:00:00,13242,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,56,2
16,16,2020-01-01 16:00:00,14189,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,55,2
17,17,2020-01-01 17:00:00,14253,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,54,2
18,18,2020-01-01 18:00:00,14064,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,55,2
19,19,2020-01-01 19:00:00,10926,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,55,2
20,20,2020-01-01 20:00:00,7749,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,57,2
21,21,2020-01-01 21:00:00,5885,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,58,2
22,22,2020-01-01 22:00:00,4750,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,59,2
23,23,2020-01-01 23:00:00,2225,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,61,2
24,24,2020-01-02 00:00:00,118,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,64,3
25,25,2020-01-02 01:00:00,5,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,68,3
26,26,2020-01-02 02:00:00,5,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,69,3
27,27,2020-01-02 04:00:00,2,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,72,3
28,28,2020-01-02 05:00:00,512,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,69,3
29,29,2020-01-02 06:00:00,6053,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,58,3
30,30,2020-01-02 07:00:00,22970,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,51,3
31,31,2020-01-02 08:00:00,27140,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,48,3
32,32,2020-01-02 09:00:00,14533,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,49,3
33,33,2020-01-02 10:00:00,9899,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,53,3
34,34,2020-01-02 11:00:00,10298,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,53,3
35,35,2020-01-02 12:00:00,11821,5.4,83.2,0.1,26.8,1026.4,12.0,3,,0,0,0,0,1,0,51,3
36,36,2020-01-02 13:00:00,11789,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,52,3
37,37,2020-01-02 14:00:00,12482,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,52,3
38,38,2020-01-02 15:00:00,16622,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,50,3
39,39,2020-01-02 16:00:00,19315,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,50,3
40,40,2020-01-02 17:00:00,23418,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,50,3
41,41,2020-01-02 18:00:00,29779,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,48,3
42,42,2020-01-02 19:00:00,17568,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,45,3
43,43,2020-01-02 20:00:00,8704,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,50,3
44,44,2020-01-02 21:00:00,5756,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,54,3
45,45,2020-01-02 22:00:00,4865,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,57,3
46,46,2020-01-02 23:00:00,2382,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,59,3
47,47,2020-01-03 00:00:00,110,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,62,4
48,48,2020-01-03 01:00:00,2,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,64,4
49,49,2020-01-03 02:00:00,2,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,68,4
50,50,2020-01-03 05:00:00,468,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,68,4
51,51,2020-01-03 06:00:00,5594,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,59,4
52,52,2020-01-03 07:00:00,21671,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,53,4
53,53,2020-01-03 08:00:00,26271,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,50,4
54,54,2020-01-03 09:00:00,14347,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,54,4
55,55,2020-01-03 10:00:00,10221,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,53,4
56,56,2020-01-03 11:00:00,10446,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,53,4
57,57,2020-01-03 12:00:00,12260,5.7,79.9,0.7,13.9,1024.3,13.4,2,,0,0,0,0,1,0,54,4
58,58,2020-01-03 13:00:00,11849,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,55,4
59,59,2020-01-03 14:00:00,13394,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,56,4
60,60,2020-01-03 15:00:00,17247,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,53,4
61,61,2020-01-03 16:00:00,20613,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,53,4
62,62,2020-01-03 17:00:00,25628,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,52,4
63,63,2020-01-03 18:00:00,32256,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,50,4
64,64,2020-01-03 19:00:00,19755,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,48,4
65,65,2020-01-03 20:00:00,10225,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,52,4
66,66,2020-01-03 21:00:00,6879,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,57,4
67,67,2020-01-03 22:00:00,5666,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,59,4
68,68,2020-01-03 23:00:00,3851,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,61,4
69,69,2020-01-04 00:00:00,1350,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,62,5
70,70,2020-01-04 01:00:00,639,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,65,5
71,71,2020-01-04 02:00:00,377,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,68,5
72,72,2020-01-04 03:00:00,209,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,71,5
73,73,2020-01-04 04:00:00,105,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,73,5
74,74,2020-01-04 05:00:00,403,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,70,5
75,75,2020-01-04 06:00:00,2602,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,64,5
76,76,2020-01-04 07:00:00,6748,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,60,5
77,77,2020-01-04 08:00:00,9853,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,58,5
78,78,2020-01-04 09:00:00,8530,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,57,5
79,79,2020-01-04 10:00:00,7319,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,55,5
80,80,2020-01-04 11:00:00,8719,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,56,5
81,81,2020-01-04 12:00:00,12916,7.2,65.2,0.0,9.3,1017.2,13.1,3,,0,1,0,0,0,0,54,5
82,82,2020-01-04 13:00:00,16004,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,53,5
83,83,2020-01-04 14:00:00,17003,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,52,5
84,84,2020-01-04 15:00:00,16725,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,52,5
85,85,2020-01-04 16:00:00,17119,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,53,5
86,86,2020-01-04 17:00:00,18988,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,53,5
87,87,2020-01-04 18:00:00,19347,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,52,5
88,88,2020-01-04 19:00:00,15003,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,52,5
89,89,2020-01-04 20:00:00,9872,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,54,5
90,90,2020-01-04 21:00:00,7132,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,57,5
91,91,2020-01-04 22:00:00,6333,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,58,5
92,92,2020-01-04 23:00:00,3895,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,59,5
93,93,2020-01-05 00:00:00,1778,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,60,6
94,94,2020-01-05 01:00:00,1007,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,63,6
95,95,2020-01-05 02:00:00,576,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,67,6
96,96,2020-01-05 03:00:00,333,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,71,6
97,97,2020-01-05 04:00:00,213,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,73,6
98,98,2020-01-05 05:00:00,293,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,72,6
99,99,2020-01-05 06:00:00,1364,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,67,6
100,100,2020-01-05 07:00:00,2562,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,66,6
101,101,2020-01-05 08:00:00,3910,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,64,6
102,102,2020-01-05 09:00:00,4753,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,64,6
103,103,2020-01-05 10:00:00,5281,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,63,6
104,104,2020-01-05 11:00:00,6495,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,63,6
105,105,2020-01-05 12:00:00,8855,6.7,79.3,0.0,18.4,1014.4,10.9,2,,0,0,0,0,1,0,61,6
106,106,2020-01-05 13:00:00,11441,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,59,6
107,107,2020-01-05 14:00:00,12315,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,57,6
108,108,2020-01-05 15:00:00,12944,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,54,6
109,109,2020-01-05 16:00:00,13101,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,53,6
110,110,2020-01-05 17:00:00,13751,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,53,6
111,111,2020-01-05 18:00:00,13515,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,52,6
112,112,2020-01-05 19:00:00,10229,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,52,6
113,113,2020-01-05 20:00:00,7079,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,55,6
114,114,2020-01-05 21:00:00,5444,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,56,6
115,115,2020-01-05 22:00:00,4624,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,57,6
116,116,2020-01-05 23:00:00,2207,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,59,6
117,117,2020-01-06 00:00:00,125,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,61,0
118,118,2020-01-06 01:00:00,3,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,63,0
119,119,2020-01-06 02:00:00,1,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,65,0
120,120,2020-01-06 03:00:00,4,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,68,0
121,121,2020-01-06 04:00:00,1,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,69,0
122,122,2020-01-06 05:00:00,496,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,66,0
123,123,2020-01-06 06:00:00,6369,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,57,0
124,124,2020-01-06 07:00:00,23805,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,51,0
125,125,2020-01-06 08:00:00,28321,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,46,0
126,126,2020-01-06 09:00:00,16188,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,46,0
127,127,2020-01-06 10:00:00,10246,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,50,0
128,128,2020-01-06 11:00:00,9896,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,51,0
129,129,2020-01-06 12:00:00,10882,6.7,89.2,3.1,51.9,1013.4,8.2,0,,0,0,0,0,1,0,50,0
130,130,2020-01-06 13:00:00,10729,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,51,0
131,131,2020-01-06 14:00:00,11124,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,49,0
132,132,2020-01-06 15:00:00,14949,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,48,0
133,133,2020-01-06 16:00:00,17712,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,48,0
134,134,2020-01-06 17:00:00,22881,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,46,0
135,135,2020-01-06 18:00:00,28225,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,44,0
136,136,2020-01-06 19:00:00,15889,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,44,0
137,137,2020-01-06 20:00:00,7288,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,48,0
138,138,2020-01-06 21:00:00,4930,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,53,0
139,139,2020-01-06 22:00:00,3818,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,56,0
140,140,2020-01-06 23:00:00,1560,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,58,0
141,141,2020-01-07 00:00:00,77,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,60,1
142,142,2020-01-07 01:00:00,1,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,62,1
143,143,2020-01-07 03:00:00,2,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,65,1
144,144,2020-01-07 05:00:00,423,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,63,1
145,145,2020-01-07 06:00:00,5758,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,56,1
146,146,2020-01-07 07:00:00,22357,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,50,1
147,147,2020-01-07 08:00:00,27130,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,45,1
148,148,2020-01-07 09:00:00,15275,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,46,1
149,149,2020-01-07 10:00:00,9513,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,50,1
150,150,2020-01-07 11:00:00,9694,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,50,1
151,151,2020-01-07 12:00:00,10690,5.7,88.6,1.1,39.0,1016.2,7.5,1,,0,0,0,0,1,0,49,1
152,152,2020-01-07 13:00:00,10661,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,51,1
153,153,2020-01-07 14:00:00,10783,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,50,1
154,154,2020-01-07 15:00:00,15096,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,51,1
155,155,2020-01-07 16:00:00,18127,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,51,1
156,156,2020-01-07 17:00:00,22199,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,49,1
157,157,2020-01-07 18:00:00,28512,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,46,1
158,158,2020-01-07 19:00:00,15684,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,45,1
159,159,2020-01-07 20:00:00,7500,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,48,1
160,160,2020-01-07 21:00:00,4994,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,53,1
161,161,2020-01-07 22:00:00,3830,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,56,1
162,162,2020-01-07 23:00:00,1815,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,59,1
163,163,2020-01-08 00:00:00,80,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,61,2
164,164,2020-01-08 01:00:00,6,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,63,2
165,165,2020-01-08 02:00:00,9,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,66,2
166,166,2020-01-08 03:00:00,2,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,68,2
167,167,2020-01-08 04:00:00,4,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,70,2
168,168,2020-01-08 05:00:00,469,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,67,2
169,169,2020-01-08 06:00:00,5762,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,58,2
170,170,2020-01-08 07:00:00,22358,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,53,2
171,171,2020-01-08 08:00:00,27379,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,50,2
172,172,2020-01-08 09:00:00,14228,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,50,2
173,173,2020-01-08 10:00:00,9512,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,54,2
174,174,2020-01-08 11:00:00,9833,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,53,2
175,175,2020-01-08 12:00:00,11065,5.1,82.2,0.8,29.5,1024.4,12.4,1,,0,0,0,0,1,0,54,2
176,176,2020-01-08 13:00:00,11343,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,55,2
177,177,2020-01-08 14:00:00,11940,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,55,2
178,178,2020-01-08 15:00:00,15757,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,54,2
179,179,2020-01-08 16:00:00,18919,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,53,2
180,180,2020-01-08 17:00:00,23921,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,51,2
181,181,2020-01-08 18:00:00,29388,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,50,2
182,182,2020-01-08 19:00:00,16402,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,48,2
183,183,2020-01-08 20:00:00,8332,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,50,2
184,184,2020-01-08 21:00:00,6021,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,56,2
185,185,2020-01-08 22:00:00,4750,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,59,2
186,186,2020-01-08 23:00:00,2380,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,62,2
187,187,2020-01-09 00:00:00,108,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,62,3
188,188,2020-01-09 01:00:00,1,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,66,3
189,189,2020-01-09 02:00:00,2,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,68,3
190,190,2020-01-09 03:00:00,1,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,70,3
191,191,2020-01-09 04:00:00,7,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,71,3
192,192,2020-01-09 05:00:00,465,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,68,3
193,193,2020-01-09 06:00:00,5852,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,60,3
194,194,2020-01-09 07:00:00,22763,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,55,3
195,195,2020-01-09 08:00:00,27724,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,51,3
196,196,2020-01-09 09:00:00,15514,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,51,3
197,197,2020-01-09 10:00:00,10654,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,53,3
198,198,2020-01-09 11:00:00,11066,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,54,3
199,199,2020-01-09 12:00:00,12586,4.9,81.0,0.0,18.4,1026.5,12.3,2,,0,0,0,0,1,0,51,3
200,200,2020-01-09 13:00:00,12573,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,52,3
201,201,2020-01-09 14:00:00,12927,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,52,3
202,202,2020-01-09 15:00:00,16519,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,52,3
203,203,2020-01-09 16:00:00,19401,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,51,3
204,204,2020-01-09 17:00:00,24390,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,51,3
205,205,2020-01-09 18:00:00,30794,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,50,3
206,206,2020-01-09 19:00:00,17856,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,48,3
207,207,2020-01-09 20:00:00,9174,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,53,3
208,208,2020-01-09 21:00:00,6543,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,56,3
209,209,2020-01-09 22:00:00,5261,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,60,3
210,210,2020-01-09 23:00:00,2890,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,62,3
211,211,2020-01-10 00:00:00,123,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,63,4
212,212,2020-01-10 01:00:00,7,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,66,4
213,213,2020-01-10 02:00:00,5,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,68,4
214,214,2020-01-10 03:00:00,1,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,70,4
215,215,2020-01-10 04:00:00,14,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,72,4
216,216,2020-01-10 05:00:00,457,4.8,81.4,0.0,9.7,1024.7,11.1,5,,1,0,0,0,0,0,68,4
