name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Istanbul,Turkey",2020-03-02,16.4,5.2,11,16.4,5.2,10.8,4.9,68,0,0,0,,,0,14.8,13.6,187.5,1014.9,15.9,13.6,188.5,16.2,7,,2020-03-02T07:36:19,2020-03-02T18:56:31,0.23,Clear,Clear conditions throughout the day.,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-03,22.3,10.6,16,22.3,10.6,16,7,57,0,0,0,,,0,22.3,14.8,223.8,1014.1,6.1,13.8,192.2,16.5,7,,2020-03-03T07:34:45,2020-03-03T18:57:39,0.28,Clear,Clear conditions throughout the day.,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-04,18.6,9.9,14.1,18.6,9.9,14.1,7.9,66.9,0,0,0,,,0,11.2,10.1,137.8,1010.5,31,12.2,152.2,13,5,,2020-03-04T07:33:10,2020-03-04T18:58:48,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-05,15.6,9.7,12.7,15.6,8.4,12.7,8.5,76,0.75,100,8.33,rain,,0,13,15.8,125.2,1006.6,65,12.1,68.6,6,3,,2020-03-05T07:31:35,2020-03-05T18:59:56,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-06,14.7,8.7,11,14.7,7.2,10.8,8,82,0.8,100,12.5,rain,,0,20.5,15.6,224.5,1009.7,60.6,11.5,144.3,12.4,6,,2020-03-06T07:29:59,2020-03-06T19:01:04,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-07,19.7,10.1,14.5,19.7,10.1,14.5,7.2,63.4,0,0,0,,,0,11.2,13,191.5,1012.8,13,13.2,206.8,18,7,,2020-03-07T07:28:23,2020-03-07T19:02:12,0.46,Clear,Clear conditions throughout the day.,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-08,22.5,12.1,16.9,22.5,12.1,16.9,6.9,53.3,0,0,0,,,0,11.2,8.5,173.7,1015.4,37.5,13.7,97.5,8.4,4,,2020-03-08T07:26:46,2020-03-08T19:03:19,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-09,17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0,0,0,,,0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-10,11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0,22.3,23.4,210,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-11,16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0,13,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-12,15.4,7,11.3,15.4,7,11.3,7.2,77,0.04,100,4.17,rain,,0,7.6,22,110.7,1019.2,0.2,13.3,222.2,19.1,8,,2020-03-12T07:20:14,2020-03-12T19:07:46,0.56,Rain,Clear conditions throughout the day with morning rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-13,13.5,8.1,10.4,13.5,5.9,9.8,6.7,78.2,0,0,0,,,0,13,16.9,55.7,1013.4,11.7,10.5,227.7,19.8,8,,2020-03-13T07:18:35,2020-03-13T19:08:52,0.6,Clear,Clear conditions throughout the day.,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-14,12.2,6.6,9,12.2,6.1,8,6.8,86.2,0.03,100,4.17,rain,,0,7.6,20.2,87.1,1014.7,38.6,11.3,215.6,18.4,7,,2020-03-14T07:16:56,2020-03-14T19:09:58,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-15,9.8,5.3,8,7.2,0.3,4.5,5.7,85.2,8.74,100,8.33,rain,,0,20.5,35,43.6,1018.8,84.9,11,91,7.9,3,,2020-03-15T07:15:17,2020-03-15T19:11:04,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-16,7.2,5.5,6.1,2.5,0.7,1.7,-0.4,64,0.7,100,4.17,rain,,0,37.1,37.2,51.5,1028.7,82.3,13.2,237,20.6,8,,2020-03-16T07:13:37,2020-03-16T19:12:10,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-17,8.1,4.6,6.1,5.3,1.6,3.3,-2.6,53.8,0,0,0,,,0,33.5,18.3,49,1029.7,43.3,13.8,234.1,20.2,8,,2020-03-17T07:11:57,2020-03-17T19:13:15,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-18,8.3,3,5.7,4.7,0.4,2.7,-0.3,65.8,0.48,100,4.17,rain,,0,20.5,27.8,61,1025.8,40.6,13.7,205.7,17.8,7,,2020-03-18T07:10:17,2020-03-18T19:14:21,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-19,9.6,4,7.4,6.8,0.6,4.4,2.5,71.6,2.39,100,12.5,rain,,0,20.5,32.2,95,1023.4,60.2,13.1,179.9,15.6,6,,2020-03-19T07:08:37,2020-03-19T19:15:26,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-20,10.1,4.7,7.6,10.1,3.3,6.8,3.4,74.7,0,0,0,,,0,14.8,16.5,123.6,1021.5,30.7,13.7,237.9,20.5,8,,2020-03-20T07:06:57,2020-03-20T19:16:31,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-21,12.2,3.9,8.5,12.2,3.3,8.3,3.7,72.6,0,0,0,,,0,7.6,12.2,145.9,1018,7.3,13.6,244.2,21.2,8,,2020-03-21T07:05:16,2020-03-21T19:17:35,0.97,Clear,Clear conditions throughout the day.,clear-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-22,17,6.3,10.5,17,5.5,9.6,5.8,73.9,0,0,0,,,0,26.2,24.8,153.5,1014.9,34,12.3,199.3,17.2,8,,2020-03-22T07:03:36,2020-03-22T19:18:40,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-23,9.7,8.2,8.7,7.4,4.9,6.3,6.8,87.9,0.1,100,8.33,rain,,,36.1,23.3,54.2,1016.5,89.4,9.1,79,6.6,5,,2020-03-23T07:01:55,2020-03-23T19:19:45,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-24,9.1,7.3,8,7.1,3.2,4.7,6.2,88.4,0.27,100,8.33,rain,,0,22.3,29.7,50.7,1017.1,90.2,9.3,16.9,1.6,1,,2020-03-24T07:00:15,2020-03-24T19:20:49,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-25,8.1,6.9,7.4,4.6,3.3,3.9,5.1,85.6,0.1,100,12.5,rain,,0,40.7,30.4,47.5,1021.7,89.6,11.4,22,1.9,1,,2020-03-25T06:58:34,2020-03-25T19:21:54,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-26,9.1,7.6,8.4,6.1,4.1,5.1,5.5,82.2,0,0,0,,,0,33.5,30.1,46.5,1018.8,88.8,11.6,31.6,2.8,1,,2020-03-26T06:56:54,2020-03-26T19:22:58,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-27,11.3,8.3,9.4,11.3,5.9,7.7,6.5,81.8,0.04,100,4.17,rain,,0,27.7,21.6,48,1014.3,83.9,9,52.2,4.5,2,,2020-03-27T06:55:14,2020-03-27T19:24:02,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-28,10.3,8,8.8,10.3,5.6,7.7,6,82.9,1.38,100,12.5,rain,,0,14.8,16.3,185.2,1011.5,89.7,11,56.4,5,3,,2020-03-28T06:53:34,2020-03-28T19:25:06,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-29,10.3,8.6,9.2,10.3,6,7.6,7.9,91.7,23.37,100,16.67,rain,,1.1,14.8,19,249.8,1008.8,90.1,9.3,32.6,2.6,1,,2020-03-29T06:51:54,2020-03-29T19:26:10,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-30,16,9.5,12.3,16,7.5,12,7.8,74.5,0.36,100,4.17,rain,,0,14.8,16.8,209.9,1011.1,29.6,13.5,246.6,21.2,8,,2020-03-30T06:50:14,2020-03-30T19:27:14,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-03-31,11.5,7,8.8,11.5,3.1,6.8,5.9,82,0.03,100,8.33,rain,,0,7.6,29.3,77.1,1014.3,57.2,10.8,201,17.4,7,,2020-03-31T06:48:34,2020-03-31T19:28:18,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-01,8.3,6.8,7.3,5.8,3,4.1,4.9,84.9,0.6,100,4.17,rain,,0,25.9,24.3,33.8,1016.3,90.5,9.3,18.8,1.7,1,,2020-04-01T06:46:55,2020-04-01T19:29:22,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-02,8.8,6.9,8,6.7,3.4,4.9,5.8,86.4,11.86,100,8.33,rain,,0,27.7,26.5,74.1,1011.3,89.5,9.3,24.2,2.2,1,,2020-04-02T06:45:16,2020-04-02T19:30:26,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-03,10,5.5,7.3,9.2,2.2,5.9,4.8,84.7,3.31,100,8.33,rain,,0.2,22.3,19.1,231.1,1015.9,67.8,13.3,66.6,5.8,5,,2020-04-03T06:43:37,2020-04-03T19:31:30,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-04,10.4,4.5,7.9,10.4,2.6,6.2,6,88.2,1.37,100,4.17,rain,,0,9.4,24.5,41.5,1016.9,54.8,10.1,59.5,5.2,2,,2020-04-04T06:41:58,2020-04-04T19:32:33,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-05,10.4,8.9,9.7,10.4,5.1,7.1,8,89.6,5.28,100,16.67,rain,,0,31.7,38.5,66.3,1014.3,90.5,10,22,1.8,1,,2020-04-05T06:40:20,2020-04-05T19:33:37,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-06,10.1,8.5,9.3,10.1,4.3,5.9,5,74.6,0.95,100,12.5,rain,,0,31.7,40.5,102,1021.3,87.5,11.5,96.6,8.2,5,,2020-04-06T06:38:43,2020-04-06T19:34:41,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-07,11.4,7.9,9.4,11.4,4.1,7.2,3.2,65.2,0,0,0,,,0,40.7,41.7,54.1,1025.4,19.6,13.7,286.3,24.7,9,,2020-04-07T06:37:05,2020-04-07T19:35:45,0.5,Clear,Clear conditions throughout the day.,clear-day,"17119099999,17063099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-08,10.8,8.2,9.3,10.8,4.5,7,3.8,68.4,0,0,0,,,0,31.7,33.6,47.3,1023.7,41.4,13.5,290.6,25,9,,2020-04-08T06:35:29,2020-04-08T19:36:49,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-09,11.9,7.6,9.4,11.9,5.5,8.1,4.2,70,0,0,0,,,0,29.5,24.5,79.7,1019.6,37.2,13.5,117.7,10,6,,2020-04-09T06:33:52,2020-04-09T19:37:52,0.52,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-10,14.9,4,9.9,14.9,2.3,9.5,2.7,64.1,0,0,0,,,0,22.3,14.5,150.5,1016.4,1.9,13.1,111.4,9.5,6,,2020-04-10T06:32:17,2020-04-10T19:38:56,0.54,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-11,16.4,6.9,11.4,16.4,5.5,11.2,5.1,66.3,0,0,0,,,0,18.4,18.9,103.4,1019.8,4.1,13.5,105.4,8.9,5,,2020-04-11T06:30:41,2020-04-11T19:40:00,0.58,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-12,12.8,6.9,10.4,12.8,5.6,9.7,4.8,69,0,0,0,,,0,24.1,24.6,83.1,1024.2,2.7,13.6,119.1,10.2,6,,2020-04-12T06:29:07,2020-04-12T19:41:04,0.63,Clear,Clear conditions throughout the day.,clear-day,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-13,13,5.5,10.3,13,3.1,9.7,5.3,72,0,0,0,,,0,18.4,14.4,175.5,1019.9,0.3,13.9,115.8,9.9,6,,2020-04-13T06:27:33,2020-04-13T19:42:08,0.68,Clear,Clear conditions throughout the day.,clear-day,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-14,22.7,9.4,16.2,22.7,9.4,16.2,6,52.7,0,0,0,,,0,29.5,13.5,232.5,1012.7,31.9,13.9,104.3,9,4,,2020-04-14T06:25:59,2020-04-14T19:43:12,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-15,17.3,6.7,10.2,17.3,3,8,6.5,79.4,6.09,100,12.5,rain,,0,31.7,28.9,97.7,1017.3,85.4,11.1,14.8,1,0,,2020-04-15T06:24:26,2020-04-15T19:44:16,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-16,12.5,6.9,9.9,12.5,4.8,9.1,2.3,60.3,0,0,0,,,0,29.5,20,72.5,1022.5,17.6,13.9,119,10.2,6,,2020-04-16T06:22:54,2020-04-16T19:45:19,0.83,Clear,Clear conditions throughout the day.,clear-day,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-17,18.6,5.6,12.2,18.6,5.1,12.1,3.6,57.4,0,0,0,,,0,18.4,10.2,169.6,1016.1,9.3,14,117.4,9.8,6,,2020-04-17T06:21:23,2020-04-17T19:46:23,0.88,Clear,Clear conditions throughout the day.,clear-day,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-18,21.4,8.3,15.2,21.4,8.3,15.2,7.4,61.1,0,0,0,,,0,9.4,10.2,153.7,1014.4,6.4,13.7,124.7,10.8,6,,2020-04-18T06:19:53,2020-04-18T19:47:27,0.91,Clear,Clear conditions throughout the day.,clear-day,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-19,24.4,10.4,17.4,24.4,10.4,17.4,7.7,55,0,0,0,,,0,13,8,196.9,1013.2,9.5,14,117.9,10.2,6,,2020-04-19T06:18:23,2020-04-19T19:48:31,0.95,Clear,Clear conditions throughout the day.,clear-day,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-20,16.1,10.3,12.9,16.1,10.3,12.9,8.7,76.1,0,0,0,,,0,29.5,26.9,117.4,1014.2,49.2,11.1,47,4,2,,2020-04-20T06:16:54,2020-04-20T19:49:35,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-21,11.1,8.9,10.6,11.1,5.5,10.5,6,73.2,0.68,100,8.33,rain,,0,40.7,29.5,54.5,1018,81,11.2,32.7,2.7,2,,2020-04-21T06:15:26,2020-04-21T19:50:39,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-22,13.5,9.5,11,13.5,6.8,10.6,3.8,61.8,0,0,0,,,0,31.7,29.5,57.5,1018.6,76.6,11.6,91.9,7.8,4,,2020-04-22T06:13:59,2020-04-22T19:51:43,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-23,14.3,7.6,10.6,14.3,5.8,9.8,3.5,62.4,0,0,0,,,0,35.3,31.7,40.5,1018.9,16.9,11.7,117.7,10.2,6,,2020-04-23T06:12:32,2020-04-23T19:52:46,0,Clear,Clear conditions throughout the day.,clear-day,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-24,15.6,8.7,11.1,15.6,5.7,10.1,4.8,65.7,0,0,0,,,0,27.7,31.3,57.8,1013.5,7.6,11.7,151.7,13.2,6,,2020-04-24T06:11:07,2020-04-24T19:53:50,0.01,Clear,Clear conditions throughout the day.,clear-day,"F7145,17119099999,17061099999,remote,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-25,15,4.8,10.2,15,3.1,9.5,4.9,70.5,0,0,0,,,0,18.4,13.3,143.2,1009.3,5.3,11.7,143.8,12.6,6,,2020-04-25T06:09:43,2020-04-25T19:54:54,0.03,Clear,Clear conditions throughout the day.,clear-day,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-26,20.3,8.1,14.4,20.3,8.1,14.4,6,58.9,0,0,0,,,0,14.8,25.9,195.7,1008.3,11.9,11.7,128.1,10.9,6,,2020-04-26T06:08:19,2020-04-26T19:55:58,0.05,Clear,Clear conditions throughout the day.,clear-day,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-27,20.7,10.7,15.2,20.7,10.7,15.2,8.1,63.9,0,0,0,,,0,20.5,18.4,92.1,1012.3,4.6,11.7,142.3,12.4,6,,2020-04-27T06:06:57,2020-04-27T19:57:01,0.09,Clear,Clear conditions throughout the day.,clear-day,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-28,22.9,12.7,16.8,22.9,12.7,16.8,4.4,45.6,0,0,0,,,0,22.3,21.4,69,1014.6,0.9,11.7,146.1,12.6,6,,2020-04-28T06:05:36,2020-04-28T19:58:05,0.13,Clear,Clear conditions throughout the day.,clear-day,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-29,24,11.1,17.8,24,11.1,17.8,6.7,49.5,0,0,0,,,0,18.4,12.9,178.9,1011.5,20.7,11.7,150.8,12.9,6,,2020-04-29T06:04:16,2020-04-29T19:59:08,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-04-30,23.1,14.9,18.1,23.1,14.9,18.1,10.6,62.8,0,0,0,,,0,16.6,11.2,227.5,1007.9,19.5,11.6,132.5,11.5,6,,2020-04-30T06:02:57,2020-04-30T20:00:12,0.23,Clear,Clear conditions throughout the day.,clear-day,"F7145,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-01,22,14.3,17.3,22,14.3,17.3,12.4,73.6,0,0,0,,,0,14.8,14.1,224.7,1009.7,21.9,11.6,155.2,13.4,6,,2020-05-01T06:01:39,2020-05-01T20:01:15,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,F7145,17119099999,17063099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-02,23.3,14.3,18.5,23.3,14.3,18.5,11.9,66.8,0,0,0,,,0,9.4,24.5,217,1007,41.6,11.6,149.8,13,7,,2020-05-02T06:00:23,2020-05-02T20:02:18,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-03,18.7,14.3,16,18.7,14.3,16,12.7,81.4,9.47,100,16.67,rain,,0.1,29.5,16.2,182,1004.1,83.1,11.1,79.7,6.9,3,,2020-05-03T05:59:08,2020-05-03T20:03:21,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-04,14.8,12.6,13.5,14.8,12.6,13.5,12.2,91.9,8.9,100,16.67,rain,,0.1,7.6,22.1,212.4,1007.6,90,10.3,28.1,2.3,1,,2020-05-04T05:57:54,2020-05-04T20:04:23,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-05,17,13.1,14.5,17,13.1,14.5,12.1,85.8,5.32,100,8.33,rain,,0.1,18.4,13.3,275.2,1013.8,69.6,11.1,57.2,5,2,,2020-05-05T05:56:41,2020-05-05T20:05:26,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-06,21.3,11.3,16,21.3,11.3,16,11.2,75.1,0,0,0,,,0,7.6,36.7,190.7,1010.2,24.9,10.4,117.6,10.2,6,,2020-05-06T05:55:30,2020-05-06T20:06:28,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-07,16,10.1,12.6,16,10.1,12.6,8,74.2,11.63,100,12.5,rain,,1,24.1,20.3,262.3,1013.9,53.3,11.4,164,14.2,7,,2020-05-07T05:54:20,2020-05-07T20:07:30,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-08,18.4,10.3,14.2,18.4,10.3,14.2,8.4,69.1,0.13,100,4.17,rain,,0,7.6,21.7,108.6,1018.1,21.6,11.4,120.2,10.3,6,,2020-05-08T05:53:11,2020-05-08T20:08:32,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-09,19.6,8.8,15.2,19.6,7.7,15.1,5.5,54.3,0,0,0,,,0,14.8,16.8,129.1,1018,0.8,11.6,171.3,15,7,,2020-05-09T05:52:04,2020-05-09T20:09:33,0.53,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-10,22.4,10.8,17.5,22.4,10.8,17.5,6.8,50.9,0,0,0,,,0,7.6,10.9,146.5,1015.8,0,11.6,175.5,15.3,7,,2020-05-10T05:50:58,2020-05-10T20:10:34,0.56,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-11,27.6,14.8,21,26.9,14.8,20.9,9.5,49.4,0,0,0,,,0,7.6,10.9,187.8,1013.8,7.2,11.5,165.7,14.3,7,,2020-05-11T05:49:54,2020-05-11T20:11:35,0.61,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-12,28.8,17.5,22.8,27.6,17.5,22.7,10.1,46.3,0,0,0,,,0,16.6,20.5,250,1008.7,7.3,11.5,165.1,14.3,6,,2020-05-12T05:48:51,2020-05-12T20:12:35,0.65,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
