fusedhour,toplam_yolcu,weekDay,datetime,temp,rain,"rain,snow",snow,AVERAGE_SPEED,trafficIndex
0,4132,7,2022-01-01 00:00:00,8.8,1,0,0,"60,488715304",48.6
5,947,7,2022-01-01 05:00:00,8.8,1,0,0,"66,633641685",43.2
6,1618,7,2022-01-01 06:00:00,8.8,1,0,0,"65,387205492",45.0
7,2060,7,2022-01-01 07:00:00,8.8,1,0,0," 64,62633182",46.8
8,2219,7,2022-01-01 08:00:00,8.8,1,0,0,"63,081663319",48.6
9,2594,7,2022-01-01 09:00:00,8.8,1,0,0,"64,414585261",46.8
10,3426,7,2022-01-01 10:00:00,8.8,1,0,0,"62,564123628",45.36
11,4847,7,2022-01-01 11:00:00,8.8,1,0,0,"61,529383522",46.980000000000004
12,7215,7,2022-01-01 12:00:00,8.8,1,0,0,"59,339746799",50.22
13,8826,7,2022-01-01 13:00:00,8.8,1,0,0,"56,478553001",55.080000000000005
14,10398,7,2022-01-01 14:00:00,8.8,1,0,0,"54,812932412",58.32
15,10948,7,2022-01-01 15:00:00,8.8,1,0,0,"53,309519114",59.94
16,11831,7,2022-01-01 16:00:00,8.8,1,0,0," 52,60466409",61.56000000000001
17,13403,7,2022-01-01 17:00:00,8.8,1,0,0," 50,66907941",64.8
18,12340,7,2022-01-01 18:00:00,8.8,1,0,0,"51,517293135",63.18000000000001
19,10097,7,2022-01-01 19:00:00,8.8,1,0,0,"52,809119651",61.56000000000001
20,7541,7,2022-01-01 20:00:00,8.8,1,0,0,"54,633524746",58.32
21,5750,7,2022-01-01 21:00:00,8.8,1,0,0," 55,82476426",56.7
22,5249,7,2022-01-01 22:00:00,8.8,1,0,0,"57,110479923",53.46
23,2815,7,2022-01-01 23:00:00,8.8,1,0,0,"58,337678477",51.84
0,872,6,2022-01-02 00:00:00,9.6,1,0,0,"60,282467188",48.6
5,175,6,2022-01-02 05:00:00,9.6,1,0,0,"67,284240301",41.4
6,1168,6,2022-01-02 06:00:00,9.6,1,0,0,"65,766299729",45.0
7,2080,6,2022-01-02 07:00:00,9.6,1,0,0,"64,832391407",46.8
8,2829,6,2022-01-02 08:00:00,9.6,1,0,0," 63,02282411",48.6
9,3360,6,2022-01-02 09:00:00,9.6,1,0,0,"63,562117559",48.6
10,3651,6,2022-01-02 10:00:00,9.6,1,0,0,"61,779154492",46.980000000000004
11,4442,6,2022-01-02 11:00:00,9.6,1,0,0,"60,152229581",48.6
12,6124,6,2022-01-02 12:00:00,9.6,1,0,0,"59,040261335",50.22
13,7892,6,2022-01-02 13:00:00,9.6,1,0,0,"57,028379524",53.46
14,8807,6,2022-01-02 14:00:00,9.6,1,0,0,"55,211976257",56.7
15,8790,6,2022-01-02 15:00:00,9.6,1,0,0,"54,181979225",58.32
16,9432,6,2022-01-02 16:00:00,9.6,1,0,0,"54,254545251",58.32
17,10004,6,2022-01-02 17:00:00,9.6,1,0,0,"54,153215291",58.32
18,10133,6,2022-01-02 18:00:00,9.6,1,0,0,"54,850180934",58.32
19,8333,6,2022-01-02 19:00:00,9.6,1,0,0,"55,163106164",56.7
20,6296,6,2022-01-02 20:00:00,9.6,1,0,0,"56,362445057",55.080000000000005
21,4933,6,2022-01-02 21:00:00,9.6,1,0,0,"57,579802074",53.46
22,4294,6,2022-01-02 22:00:00,9.6,1,0,0,"58,473709742",51.84
23,1981,6,2022-01-02 23:00:00,9.6,1,0,0," 60,82080991",48.6
0,83,0,2022-01-03 00:00:00,10.0,0,0,0,"63,389128646",48.6
5,581,0,2022-01-03 05:00:00,10.0,0,0,0,"65,930217175",45.0
6,5680,0,2022-01-03 06:00:00,10.0,0,0,0,"58,489449158",51.84
7,19474,0,2022-01-03 07:00:00,10.0,0,0,0,"53,594695682",59.94
8,21256,0,2022-01-03 08:00:00,10.0,0,0,0,"50,184620496",64.8
9,11233,0,2022-01-03 09:00:00,10.0,0,0,0,"51,235576432",63.18000000000001
10,7896,0,2022-01-03 10:00:00,10.0,0,0,0,"54,720849395",58.32
11,7877,0,2022-01-03 11:00:00,10.0,0,0,0,"55,869005917",56.7
12,9274,0,2022-01-03 12:00:00,10.0,0,0,0,"55,236560449",56.7
13,9381,0,2022-01-03 13:00:00,10.0,0,0,0,"53,919724831",59.94
14,9995,0,2022-01-03 14:00:00,10.0,0,0,0,"54,318633201",58.32
15,13196,0,2022-01-03 15:00:00,10.0,0,0,0,"53,072749154",59.94
16,15888,0,2022-01-03 16:00:00,10.0,0,0,0,"51,800985001",63.18000000000001
17,20345,0,2022-01-03 17:00:00,10.0,0,0,0,"50,887026436",64.8
19,13228,0,2022-01-03 19:00:00,10.0,0,0,0,"48,341321059",68.03999999999999
20,7174,0,2022-01-03 20:00:00,10.0,0,0,0," 53,71957781",59.94
21,4916,0,2022-01-03 21:00:00,10.0,0,0,0,"57,058533193",53.46
22,4066,0,2022-01-03 22:00:00,10.0,0,0,0,"59,428678717",50.22
23,1907,0,2022-01-03 23:00:00,10.0,0,0,0," 60,75424681",48.6
0,70,1,2022-01-04 00:00:00,11.5,0,0,0,"62,726304221",45.36
5,543,1,2022-01-04 05:00:00,11.5,0,0,0,"66,591592566",43.2
6,5322,1,2022-01-04 06:00:00,11.5,0,0,0,"59,035672271",50.22
7,18516,1,2022-01-04 07:00:00,11.5,0,0,0,"54,475445107",58.32
8,20767,1,2022-01-04 08:00:00,11.5,0,0,0,"51,158473543",63.18000000000001
9,10895,1,2022-01-04 09:00:00,11.5,0,0,0,"52,381681731",61.56000000000001
10,8208,1,2022-01-04 10:00:00,11.5,0,0,0,"54,576429927",58.32
11,8287,1,2022-01-04 11:00:00,11.5,0,0,0,"55,092841764",56.7
12,9518,1,2022-01-04 12:00:00,11.5,0,0,0,"53,798371877",59.94
13,9523,1,2022-01-04 13:00:00,11.5,0,0,0,"52,471604875",61.56000000000001
14,10137,1,2022-01-04 14:00:00,11.5,0,0,0,"52,937311055",61.56000000000001
15,13003,1,2022-01-04 15:00:00,11.5,0,0,0,"51,846950775",63.18000000000001
16,15405,1,2022-01-04 16:00:00,11.5,0,0,0,"51,286821823",63.18000000000001
17,20088,1,2022-01-04 17:00:00,11.5,0,0,0,"50,240288753",64.8
19,13260,1,2022-01-04 19:00:00,11.5,0,0,0,"47,635850664",69.66000000000001
20,7234,1,2022-01-04 20:00:00,11.5,0,0,0,"53,049476534",59.94
21,5174,1,2022-01-04 21:00:00,11.5,0,0,0,"56,702595108",55.080000000000005
22,4419,1,2022-01-04 22:00:00,11.5,0,0,0,"58,689938577",51.84
23,1984,1,2022-01-04 23:00:00,11.5,0,0,0,"60,485154888",48.6
0,65,2,2022-01-05 00:00:00,13.0,0,0,0,"62,360668214",45.36
5,535,2,2022-01-05 05:00:00,13.0,0,0,0," 66,28883083",43.2
6,5147,2,2022-01-05 06:00:00,13.0,0,0,0,"59,567547278",50.22
7,17983,2,2022-01-05 07:00:00,13.0,0,0,0," 54,74337591",58.32
8,20659,2,2022-01-05 08:00:00,13.0,0,0,0,"51,962733385",63.18000000000001
9,11007,2,2022-01-05 09:00:00,13.0,0,0,0,"52,685885099",61.56000000000001
10,8252,2,2022-01-05 10:00:00,13.0,0,0,0,"53,724279786",59.94
11,8707,2,2022-01-05 11:00:00,13.0,0,0,0,"54,328817286",58.32
12,9849,2,2022-01-05 12:00:00,13.0,0,0,0,"54,021235176",58.32
13,9834,2,2022-01-05 13:00:00,13.0,0,0,0,"52,726515345",61.56000000000001
14,10049,2,2022-01-05 14:00:00,13.0,0,0,0,"53,006867187",59.94
15,13177,2,2022-01-05 15:00:00,13.0,0,0,0," 52,01364857",61.56000000000001
16,15587,2,2022-01-05 16:00:00,13.0,0,0,0,"50,994282978",64.8
17,19892,2,2022-01-05 17:00:00,13.0,0,0,0,"50,111570361",64.8
19,13255,2,2022-01-05 19:00:00,13.0,0,0,0,"47,211113905",69.66000000000001
20,7437,2,2022-01-05 20:00:00,13.0,0,0,0,"51,915870139",63.18000000000001
21,5401,2,2022-01-05 21:00:00,13.0,0,0,0,"55,891646959",56.7
22,4395,2,2022-01-05 22:00:00,13.0,0,0,0," 57,55698707",53.46
23,2317,2,2022-01-05 23:00:00,13.0,0,0,0,"59,759410914",50.22
0,81,3,2022-01-06 00:00:00,14.7,0,0,0," 61,77189117",46.980000000000004
5,509,3,2022-01-06 05:00:00,14.7,0,0,0,"65,589592423",45.0
6,5168,3,2022-01-06 06:00:00,14.7,0,0,0,"57,939059285",53.46
7,17425,3,2022-01-06 07:00:00,14.7,0,0,0,"    53,89155",59.94
8,19905,3,2022-01-06 08:00:00,14.7,0,0,0,"51,525186766",63.18000000000001
9,10960,3,2022-01-06 09:00:00,14.7,0,0,0,"52,428474899",61.56000000000001
10,7970,3,2022-01-06 10:00:00,14.7,0,0,0,"54,012540962",58.32
11,8309,3,2022-01-06 11:00:00,14.7,0,0,0,"53,839933241",59.94
12,9231,3,2022-01-06 12:00:00,14.7,0,0,0,"52,801336556",61.56000000000001
13,9684,3,2022-01-06 13:00:00,14.7,0,0,0,"52,170172482",61.56000000000001
14,10173,3,2022-01-06 14:00:00,14.7,0,0,0,"52,593505052",61.56000000000001
15,13367,3,2022-01-06 15:00:00,14.7,0,0,0,"51,888859956",63.18000000000001
16,15095,3,2022-01-06 16:00:00,14.7,0,0,0,"50,809542213",64.8
17,19378,3,2022-01-06 17:00:00,14.7,0,0,0,"49,877724734",66.42
19,13492,3,2022-01-06 19:00:00,14.7,0,0,0,"47,395183375",69.66000000000001
20,7427,3,2022-01-06 20:00:00,14.7,0,0,0,"52,678457091",61.56000000000001
21,5556,3,2022-01-06 21:00:00,14.7,0,0,0,"56,076749795",55.080000000000005
22,4404,3,2022-01-06 22:00:00,14.7,0,0,0,"57,652235694",53.46
23,2271,3,2022-01-06 23:00:00,14.7,0,0,0,"60,281908425",48.6
0,104,4,2022-01-07 00:00:00,10.4,1,0,0,"62,294574834",45.36
5,557,4,2022-01-07 05:00:00,10.4,1,0,0," 66,80907553",43.2
6,4998,4,2022-01-07 06:00:00,10.4,1,0,0,"59,261882895",50.22
7,16726,4,2022-01-07 07:00:00,10.4,1,0,0,"54,715704366",58.32
8,19124,4,2022-01-07 08:00:00,10.4,1,0,0,"51,614203061",63.18000000000001
9,10779,4,2022-01-07 09:00:00,10.4,1,0,0,"51,381649784",63.18000000000001
10,7902,4,2022-01-07 10:00:00,10.4,1,0,0,"53,315588503",59.94
11,8144,4,2022-01-07 11:00:00,10.4,1,0,0,"53,901713966",59.94
12,9256,4,2022-01-07 12:00:00,10.4,1,0,0,"53,402672904",59.94
13,9384,4,2022-01-07 13:00:00,10.4,1,0,0,"52,892122517",61.56000000000001
14,10401,4,2022-01-07 14:00:00,10.4,1,0,0,"53,395945544",59.94
15,12977,4,2022-01-07 15:00:00,10.4,1,0,0,"50,595393596",64.8
16,15901,4,2022-01-07 16:00:00,10.4,1,0,0," 49,77209875",66.42
17,19854,4,2022-01-07 17:00:00,10.4,1,0,0,"49,889229133",66.42
19,13359,4,2022-01-07 19:00:00,10.4,1,0,0,"47,720631778",69.66000000000001
20,7709,4,2022-01-07 20:00:00,10.4,1,0,0,"52,133677501",61.56000000000001
21,5515,4,2022-01-07 21:00:00,10.4,1,0,0,"55,979817746",56.7
22,4484,4,2022-01-07 22:00:00,10.4,1,0,0,"57,471444619",53.46
23,2680,4,2022-01-07 23:00:00,10.4,1,0,0,"59,157898123",50.22
0,713,5,2022-01-08 00:00:00,10.0,1,0,0,"60,517611974",48.6
5,378,5,2022-01-08 05:00:00,10.0,1,0,0,"65,232999273",45.0
6,2494,5,2022-01-08 06:00:00,10.0,1,0,0,"61,355569708",46.980000000000004
7,5964,5,2022-01-08 07:00:00,10.0,1,0,0,"  59,6874102",50.22
8,8533,5,2022-01-08 08:00:00,10.0,1,0,0,"57,370893679",53.46
9,6279,5,2022-01-08 09:00:00,10.0,1,0,0,"55,859242098",56.7
10,6544,5,2022-01-08 10:00:00,10.0,1,0,0,"54,655061054",58.32
11,6844,5,2022-01-08 11:00:00,10.0,1,0,0,"53,938303821",59.94
12,9418,5,2022-01-08 12:00:00,10.0,1,0,0,"53,784501829",59.94
13,11586,5,2022-01-08 13:00:00,10.0,1,0,0,"50,965973078",64.8
14,12388,5,2022-01-08 14:00:00,10.0,1,0,0,"50,420641084",64.8
15,12635,5,2022-01-08 15:00:00,10.0,1,0,0,"49,762328549",66.42
16,11917,5,2022-01-08 16:00:00,10.0,1,0,0,"51,252355942",63.18000000000001
17,13656,5,2022-01-08 17:00:00,10.0,1,0,0,"52,854886655",61.56000000000001
18,14909,5,2022-01-08 18:00:00,10.0,1,0,0,"52,771416367",61.56000000000001
19,11004,5,2022-01-08 19:00:00,10.0,1,0,0,"52,477004422",61.56000000000001
20,7463,5,2022-01-08 20:00:00,10.0,1,0,0,"54,640092266",58.32
21,5663,5,2022-01-08 21:00:00,10.0,1,0,0,"56,120661713",55.080000000000005
22,5399,5,2022-01-08 22:00:00,10.0,1,0,0,"57,259808089",53.46
23,3264,5,2022-01-08 23:00:00,10.0,1,0,0,"58,423858721",51.84
0,1066,6,2022-01-09 00:00:00,9.6,0,0,0,"59,340777569",50.22
5,214,6,2022-01-09 05:00:00,9.6,0,0,0,"66,645762902",43.2
6,1323,6,2022-01-09 06:00:00,9.6,0,0,0,"64,833825334",46.8
7,2557,6,2022-01-09 07:00:00,9.6,0,0,0,"64,330658563",46.8
8,4160,6,2022-01-09 08:00:00,9.6,0,0,0,"63,034342249",48.6
9,3823,6,2022-01-09 09:00:00,9.6,0,0,0,"61,941190526",46.980000000000004
10,5023,6,2022-01-09 10:00:00,9.6,0,0,0,"61,972294574",46.980000000000004
11,5256,6,2022-01-09 11:00:00,9.6,0,0,0,"60,711790393",48.6
12,7215,6,2022-01-09 12:00:00,9.6,0,0,0,"59,343868171",50.22
13,9086,6,2022-01-09 13:00:00,9.6,0,0,0,"55,994528336",56.7
14,9543,6,2022-01-09 14:00:00,9.6,0,0,0,"55,226337283",56.7
15,9910,6,2022-01-09 15:00:00,9.6,0,0,0,"53,002225837",59.94
16,9492,6,2022-01-09 16:00:00,9.6,0,0,0,"53,208106551",59.94
17,10640,6,2022-01-09 17:00:00,9.6,0,0,0,"53,834566502",59.94
18,10971,6,2022-01-09 18:00:00,9.6,0,0,0,"54,215808869",58.32
19,8471,6,2022-01-09 19:00:00,9.6,0,0,0,"53,387488758",59.94
20,6370,6,2022-01-09 20:00:00,9.6,0,0,0," 55,88919532",56.7
21,5011,6,2022-01-09 21:00:00,9.6,0,0,0,"57,194834641",53.46
22,4568,6,2022-01-09 22:00:00,9.6,0,0,0,"58,281677042",51.84
23,2170,6,2022-01-09 23:00:00,9.6,0,0,0,"61,118860329",46.980000000000004
0,93,0,2022-01-10 00:00:00,10.3,1,0,0,"62,452134954",45.36
5,559,0,2022-01-10 05:00:00,10.3,1,0,0,"65,027331545",45.0
6,5396,0,2022-01-10 06:00:00,10.3,1,0,0,"56,870202037",55.080000000000005
7,18868,0,2022-01-10 07:00:00,10.3,1,0,0,"52,426020584",61.56000000000001
8,20257,0,2022-01-10 08:00:00,10.3,1,0,0," 48,26078654",68.03999999999999
9,11501,0,2022-01-10 09:00:00,10.3,1,0,0,"47,923401834",69.66000000000001
10,8105,0,2022-01-10 10:00:00,10.3,1,0,0,"52,065016691",61.56000000000001
11,8192,0,2022-01-10 11:00:00,10.3,1,0,0,"52,792046164",61.56000000000001
12,9260,0,2022-01-10 12:00:00,10.3,1,0,0,"52,638619314",61.56000000000001
13,9416,0,2022-01-10 13:00:00,10.3,1,0,0,"52,497594459",61.56000000000001
14,9509,0,2022-01-10 14:00:00,10.3,1,0,0,"52,414982849",61.56000000000001
15,13226,0,2022-01-10 15:00:00,10.3,1,0,0,"51,667857445",63.18000000000001
16,14918,0,2022-01-10 16:00:00,10.3,1,0,0,"50,648020052",64.8
17,19172,0,2022-01-10 17:00:00,10.3,1,0,0,"50,230909059",64.8
19,12203,0,2022-01-10 19:00:00,10.3,1,0,0,"47,978322451",69.66000000000001
20,6590,0,2022-01-10 20:00:00,10.3,1,0,0,"54,954121225",58.32
21,4848,0,2022-01-10 21:00:00,10.3,1,0,0,"56,861007844",55.080000000000005
22,4381,0,2022-01-10 22:00:00,10.3,1,0,0,"58,676428174",51.84
23,1963,0,2022-01-10 23:00:00,10.3,1,0,0,"60,624521951",48.6
0,112,1,2022-01-11 00:00:00,8.8,1,0,0,"62,519630758",45.36
5,491,1,2022-01-11 05:00:00,8.8,1,0,0,"66,438496685",43.2
6,5145,1,2022-01-11 06:00:00,8.8,1,0,0,"58,392141473",51.84
7,17799,1,2022-01-11 07:00:00,8.8,1,0,0,"53,794842987",59.94
8,20498,1,2022-01-11 08:00:00,8.8,1,0,0,"50,452483936",64.8
9,11605,1,2022-01-11 09:00:00,8.8,1,0,0,"50,303464927",64.8
10,8171,1,2022-01-11 10:00:00,8.8,1,0,0,"51,803432126",63.18000000000001
11,8460,1,2022-01-11 11:00:00,8.8,1,0,0,"51,010571802",63.18000000000001
12,9327,1,2022-01-11 12:00:00,8.8,1,0,0,"50,154837122",64.8
13,9479,1,2022-01-11 13:00:00,8.8,1,0,0,"49,064285113",66.42
14,9931,1,2022-01-11 14:00:00,8.8,1,0,0,"49,502550527",66.42
15,12946,1,2022-01-11 15:00:00,8.8,1,0,0,"48,814561751",68.03999999999999
16,14957,1,2022-01-11 16:00:00,8.8,1,0,0,"47,233024759",69.66000000000001
17,18785,1,2022-01-11 17:00:00,8.8,1,0,0,"46,744967815",71.28
18,21693,1,2022-01-11 18:00:00,8.8,1,0,0,"45,427086606",72.9
19,12072,1,2022-01-11 19:00:00,8.8,1,0,0,"44,487869031",74.52
20,6411,1,2022-01-11 20:00:00,8.8,1,0,0,"49,108085878",66.42
21,4462,1,2022-01-11 21:00:00,8.8,1,0,0,"52,876080724",61.56000000000001
22,3570,1,2022-01-11 22:00:00,8.8,1,0,0," 54,59903845",58.32
23,1787,1,2022-01-11 23:00:00,8.8,1,0,0," 56,73589439",55.080000000000005
0,62,2,2022-01-12 00:00:00,3.3,0,1,0,"58,123541315",51.84
5,498,2,2022-01-12 05:00:00,3.3,0,1,0,"62,611750958",45.36
6,4891,2,2022-01-12 06:00:00,3.3,0,1,0," 54,77853358",58.32
7,16792,2,2022-01-12 07:00:00,3.3,0,1,0,"50,295322089",64.8
8,19498,2,2022-01-12 08:00:00,3.3,0,1,0,"47,371905262",69.66000000000001
9,10665,2,2022-01-12 09:00:00,3.3,0,1,0,"47,260385549",69.66000000000001
10,7160,2,2022-01-12 10:00:00,3.3,0,1,0," 50,54146654",64.8
11,7323,2,2022-01-12 11:00:00,3.3,0,1,0,"50,824346537",64.8
12,7945,2,2022-01-12 12:00:00,3.3,0,1,0,"50,479454999",64.8
13,8174,2,2022-01-12 13:00:00,3.3,0,1,0,"50,150342902",64.8
14,8353,2,2022-01-12 14:00:00,3.3,0,1,0,"50,083960919",64.8
15,11448,2,2022-01-12 15:00:00,3.3,0,1,0,"49,091738025",66.42
16,13188,2,2022-01-12 16:00:00,3.3,0,1,0,"48,640696372",68.03999999999999
17,16777,2,2022-01-12 17:00:00,3.3,0,1,0,"48,051130073",68.03999999999999
18,20105,2,2022-01-12 18:00:00,3.3,0,1,0,"47,217448777",69.66000000000001
19,10992,2,2022-01-12 19:00:00,3.3,0,1,0,"46,058903328",71.28
20,5975,2,2022-01-12 20:00:00,3.3,0,1,0," 51,12592125",63.18000000000001
21,3890,2,2022-01-12 21:00:00,3.3,0,1,0," 54,77694074",58.32
22,3465,2,2022-01-12 22:00:00,3.3,0,1,0,"57,055137019",53.46
23,1569,2,2022-01-12 23:00:00,3.3,0,1,0,"58,828520039",51.84
0,45,3,2022-01-13 00:00:00,1.7,0,1,0,"59,984194091",50.22
5,519,3,2022-01-13 05:00:00,1.7,0,1,0,"64,197457012",46.8
6,4763,3,2022-01-13 06:00:00,1.7,0,1,0,"56,207180144",55.080000000000005
7,16795,3,2022-01-13 07:00:00,1.7,0,1,0,"52,900468028",61.56000000000001
8,19507,3,2022-01-13 08:00:00,1.7,0,1,0,"51,134621936",63.18000000000001
9,10654,3,2022-01-13 09:00:00,1.7,0,1,0,"51,244878027",63.18000000000001
10,7549,3,2022-01-13 10:00:00,1.7,0,1,0,"53,919981621",59.94
11,7537,3,2022-01-13 11:00:00,1.7,0,1,0,"54,155535959",58.32
12,8577,3,2022-01-13 12:00:00,1.7,0,1,0," 52,73377367",61.56000000000001
13,8780,3,2022-01-13 13:00:00,1.7,0,1,0,"52,603366737",61.56000000000001
14,8721,3,2022-01-13 14:00:00,1.7,0,1,0,"53,305630342",59.94
15,11946,3,2022-01-13 15:00:00,1.7,0,1,0,"52,114212893",61.56000000000001
16,13650,3,2022-01-13 16:00:00,1.7,0,1,0,"51,496384638",63.18000000000001
17,17486,3,2022-01-13 17:00:00,1.7,0,1,0,"50,731370507",64.8
18,20559,3,2022-01-13 18:00:00,1.7,0,1,0," 49,81466892",66.42
19,11235,3,2022-01-13 19:00:00,1.7,0,1,0,"48,711823892",68.03999999999999
20,6284,3,2022-01-13 20:00:00,1.7,0,1,0,"53,852049584",59.94
21,4692,3,2022-01-13 21:00:00,1.7,0,1,0,"56,786431647",55.080000000000005
22,3678,3,2022-01-13 22:00:00,1.7,0,1,0,"59,129491818",50.22
23,1765,3,2022-01-13 23:00:00,1.7,0,1,0,"60,905745372",48.6
0,56,4,2022-01-14 00:00:00,2.4,0,0,0,"62,372657071",45.36
5,500,4,2022-01-14 05:00:00,2.4,0,0,0,"66,751107382",43.2
6,4679,4,2022-01-14 06:00:00,2.4,0,0,0,"58,554891488",51.84
7,15965,4,2022-01-14 07:00:00,2.4,0,0,0,"55,151331026",56.7
8,18884,4,2022-01-14 08:00:00,2.4,0,0,0," 51,84104091",63.18000000000001
9,10302,4,2022-01-14 09:00:00,2.4,0,0,0," 51,86545374",63.18000000000001
10,7470,4,2022-01-14 10:00:00,2.4,0,0,0," 54,08570657",58.32
11,7727,4,2022-01-14 11:00:00,2.4,0,0,0,"53,823974224",59.94
12,9125,4,2022-01-14 12:00:00,2.4,0,0,0,"53,894905671",59.94
13,9305,4,2022-01-14 13:00:00,2.4,0,0,0,"  52,5403248",61.56000000000001
14,9860,4,2022-01-14 14:00:00,2.4,0,0,0,"53,843562869",59.94
15,13310,4,2022-01-14 15:00:00,2.4,0,0,0,"50,753122796",64.8
16,15042,4,2022-01-14 16:00:00,2.4,0,0,0,"49,443501926",66.42
17,18814,4,2022-01-14 17:00:00,2.4,0,0,0,"49,511317131",66.42
19,14932,4,2022-01-14 19:00:00,2.4,0,0,0,"46,662736709",71.28
20,8266,4,2022-01-14 20:00:00,2.4,0,0,0,"51,506909776",63.18000000000001
21,5611,4,2022-01-14 21:00:00,2.4,0,0,0,"55,795573567",56.7
22,4965,4,2022-01-14 22:00:00,2.4,0,0,0,"57,292974692",53.46
23,2827,4,2022-01-14 23:00:00,2.4,0,0,0," 58,92367914",51.84
0,813,5,2022-01-15 00:00:00,5.3,1,0,0,"60,153375563",48.6
5,340,5,2022-01-15 05:00:00,5.3,1,0,0," 66,14126145",43.2
6,2326,5,2022-01-15 06:00:00,5.3,1,0,0,"61,199625651",46.980000000000004
7,5796,5,2022-01-15 07:00:00,5.3,1,0,0," 59,63530963",50.22
8,7798,5,2022-01-15 08:00:00,5.3,1,0,0," 58,31250554",51.84
9,6284,5,2022-01-15 09:00:00,5.3,1,0,0,"57,053133301",53.46
10,5267,5,2022-01-15 10:00:00,5.3,1,0,0,"55,811143317",56.7
11,6443,5,2022-01-15 11:00:00,5.3,1,0,0,"54,636975441",58.32
12,8956,5,2022-01-15 12:00:00,5.3,1,0,0,"53,432926872",59.94
13,11273,5,2022-01-15 13:00:00,5.3,1,0,0,"51,718789207",63.18000000000001
14,11997,5,2022-01-15 14:00:00,5.3,1,0,0," 50,73661331",64.8
15,12002,5,2022-01-15 15:00:00,5.3,1,0,0,"50,026361822",64.8
16,12682,5,2022-01-15 16:00:00,5.3,1,0,0,"50,676923904",64.8
17,14170,5,2022-01-15 17:00:00,5.3,1,0,0,"51,643429885",63.18000000000001
18,14887,5,2022-01-15 18:00:00,5.3,1,0,0,"51,742445292",63.18000000000001
19,11537,5,2022-01-15 19:00:00,5.3,1,0,0,"51,574488614",63.18000000000001
20,7527,5,2022-01-15 20:00:00,5.3,1,0,0,"54,061802251",58.32
21,5807,5,2022-01-15 21:00:00,5.3,1,0,0," 56,06091955",55.080000000000005
22,5464,5,2022-01-15 22:00:00,5.3,1,0,0,"56,456682286",55.080000000000005
23,3207,5,2022-01-15 23:00:00,5.3,1,0,0,"55,127417854",56.7
0,991,6,2022-01-16 00:00:00,3.3,0,1,0,"56,023924172",55.080000000000005
5,169,6,2022-01-16 05:00:00,3.3,0,1,0,"64,890484329",46.8
6,1309,6,2022-01-16 06:00:00,3.3,0,1,0,"63,734521699",48.6
7,2314,6,2022-01-16 07:00:00,3.3,0,1,0,"63,204061964",48.6
8,3178,6,2022-01-16 08:00:00,3.3,0,1,0,"62,125795448",45.36
9,3798,6,2022-01-16 09:00:00,3.3,0,1,0,"61,485274132",46.980000000000004
10,3880,6,2022-01-16 10:00:00,3.3,0,1,0,"60,927598651",48.6
11,4806,6,2022-01-16 11:00:00,3.3,0,1,0," 60,03231529",48.6
12,6663,6,2022-01-16 12:00:00,3.3,0,1,0,"58,618873457",51.84
13,8660,6,2022-01-16 13:00:00,3.3,0,1,0,"56,165202085",55.080000000000005
14,9247,6,2022-01-16 14:00:00,3.3,0,1,0,"55,604219926",56.7
15,9231,6,2022-01-16 15:00:00,3.3,0,1,0,"53,702172706",59.94
16,9531,6,2022-01-16 16:00:00,3.3,0,1,0," 53,78439718",59.94
17,10553,6,2022-01-16 17:00:00,3.3,0,1,0,"54,231625655",58.32
18,10923,6,2022-01-16 18:00:00,3.3,0,1,0,"54,570545698",58.32
19,8462,6,2022-01-16 19:00:00,3.3,0,1,0,"54,462827499",58.32
20,6118,6,2022-01-16 20:00:00,3.3,0,1,0,"56,668303259",55.080000000000005
21,5056,6,2022-01-16 21:00:00,3.3,0,1,0,"57,419892141",53.46
22,4293,6,2022-01-16 22:00:00,3.3,0,1,0,"58,759706486",51.84
23,1912,6,2022-01-16 23:00:00,3.3,0,1,0,"61,141640838",46.980000000000004
0,102,0,2022-01-17 00:00:00,5.6,1,0,0,"63,298432779",48.6
5,579,0,2022-01-17 05:00:00,5.6,1,0,0,"65,984397945",45.0
6,5379,0,2022-01-17 06:00:00,5.6,1,0,0,"58,792931797",51.84
7,18128,0,2022-01-17 07:00:00,5.6,1,0,0,"53,960634226",59.94
8,20590,0,2022-01-17 08:00:00,5.6,1,0,0,"50,253214543",64.8
9,11425,0,2022-01-17 09:00:00,5.6,1,0,0,"50,119711158",64.8
10,8290,0,2022-01-17 10:00:00,5.6,1,0,0,"53,644728522",59.94
11,8201,0,2022-01-17 11:00:00,5.6,1,0,0," 53,84963236",59.94
12,9248,0,2022-01-17 12:00:00,5.6,1,0,0,"53,220527231",59.94
13,9366,0,2022-01-17 13:00:00,5.6,1,0,0,"52,912708029",61.56000000000001
14,9794,0,2022-01-17 14:00:00,5.6,1,0,0,"52,952963971",61.56000000000001
15,12712,0,2022-01-17 15:00:00,5.6,1,0,0,"51,903090431",63.18000000000001
16,14389,0,2022-01-17 16:00:00,5.6,1,0,0,"51,276766408",63.18000000000001
17,18893,0,2022-01-17 17:00:00,5.6,1,0,0,"50,503599558",64.8
18,22300,0,2022-01-17 18:00:00,5.6,1,0,0,"49,473523756",66.42
19,12933,0,2022-01-17 19:00:00,5.6,1,0,0,"47,820127015",69.66000000000001
20,6861,0,2022-01-17 20:00:00,5.6,1,0,0," 53,06579746",59.94
